obs,acts,infos,rews,terminal
"[0.036747850477695465, 0.030840499326586723, -0.03824065998196602, 0.04326952248811722]",1,{},1.0,True
"[0.037364661693573, 0.2264893501996994, -0.03737527132034302, -0.2612292170524597]",0,{},1.0,True
"[0.04189445078372955, 0.031920306384563446, -0.04259985312819481, 0.01943475939333439]",1,{},1.0,True
"[0.04253285378217697, 0.2276264727115631, -0.04221116006374359, -0.28637874126434326]",0,{},1.0,True
"[0.04708538576960564, 0.03313114121556282, -0.04793873429298401, -0.007302002981305122]",1,{},1.0,True
"[0.047748006880283356, 0.22890664637088776, -0.04808477312326431, -0.31471648812294006]",1,{},1.0,True
"[0.05232613906264305, 0.42467939853668213, -0.05437910184264183, -0.6221676468849182]",0,{},1.0,True
"[0.060819730162620544, 0.23035727441310883, -0.06682245433330536, -0.34709492325782776]",0,{},1.0,True
"[0.06542687118053436, 0.03624628111720085, -0.07376435399055481, -0.07620943337678909]",0,{},1.0,True
"[0.06615179777145386, -0.15774492919445038, -0.07528854161500931, 0.19231903553009033]",1,{},1.0,True
"[0.06299690157175064, 0.03836878761649132, -0.07144216448068619, -0.1231321319937706]",0,{},1.0,True
"[0.06376427412033081, -0.15566077828407288, -0.07390480488538742, 0.14618365466594696]",0,{},1.0,True
"[0.060651060193777084, -0.3496508300304413, -0.07098113000392914, 0.41466620564460754]",1,{},1.0,True
"[0.05365804582834244, -0.1535983830690384, -0.06268780678510666, 0.10047709196805954]",1,{},1.0,True
"[0.05058607831597328, 0.04236336424946785, -0.06067826598882675, -0.21130628883838654]",0,{},1.0,True
"[0.051433343440294266, -0.15184089541435242, -0.06490439176559448, 0.061635520309209824]",1,{},1.0,True
"[0.048396527767181396, 0.044148702174425125, -0.06367168575525284, -0.25079837441444397]",0,{},1.0,True
"[0.04927949979901314, -0.15000896155834198, -0.06868764758110046, 0.021141137927770615]",0,{},1.0,True
"[0.04627932235598564, -0.3440820574760437, -0.06826482713222504, 0.29138603806495667]",1,{},1.0,True
"[0.03939767926931381, -0.1480565220117569, -0.06243710592389107, -0.022021690383553505]",0,{},1.0,True
"[0.036436550319194794, -0.34223008155822754, -0.06287754327058792, 0.2503265142440796]",0,{},1.0,True
"[0.02959194965660572, -0.5364003777503967, -0.0578710101544857, 0.52253258228302]",1,{},1.0,True
"[0.018863940611481667, -0.340513676404953, -0.047420356422662735, 0.21218986809253693]",0,{},1.0,True
"[0.012053667567670345, -0.53492671251297, -0.0431765615940094, 0.48954519629478455]",0,{},1.0,True
"[0.0013551336014643312, -0.7294138073921204, -0.03338565677404404, 0.768314003944397]",1,{},1.0,True
"[-0.013233141973614693, -0.5338485240936279, -0.018019376322627068, 0.4653160572052002]",1,{},1.0,True
"[-0.02391011267900467, -0.33847668766975403, -0.008713055402040482, 0.1670083999633789]",1,{},1.0,True
"[-0.030679646879434586, -0.1432310938835144, -0.005372887477278709, -0.1284104585647583]",0,{},1.0,True
"[-0.03354426845908165, -0.338275671005249, -0.007941097021102905, 0.16257256269454956]",0,{},1.0,True
"[-0.040309783071279526, -0.5332830548286438, -0.004689645487815142, 0.45273974537849426]",1,{},1.0,True
"[-0.05097544193267822, -0.338095098733902, 0.004365148954093456, 0.15858227014541626]",1,{},1.0,True
"[-0.05773734301328659, -0.1430359035730362, 0.007536794524639845, -0.13272036612033844]",0,{},1.0,True
"[-0.060598064213991165, -0.33826500177383423, 0.004882387351244688, 0.162330761551857]",1,{},1.0,True
"[-0.06736336648464203, -0.14321328699588776, 0.008129002526402473, -0.1288079172372818]",0,{},1.0,True
"[-0.07022763043642044, -0.33845072984695435, 0.0055528441444039345, 0.16642849147319794]",1,{},1.0,True
"[-0.07699664682149887, -0.14340870082378387, 0.00888141430914402, -0.12449751794338226]",0,{},1.0,True
"[-0.07986481487751007, -0.3386567533016205, 0.006391463801264763, 0.17097412049770355]",0,{},1.0,True
"[-0.0866379514336586, -0.5338696241378784, 0.009810945950448513, 0.4656664729118347]",1,{},1.0,True
"[-0.09731534123420715, -0.33888766169548035, 0.01912427507340908, 0.1760919988155365]",0,{},1.0,True
"[-0.10409309715032578, -0.5342779755592346, 0.022646116092801094, 0.47474610805511475]",1,{},1.0,True
"[-0.11477866023778915, -0.3394830524921417, 0.03214103728532791, 0.1892859935760498]",0,{},1.0,True
"[-0.12156832218170166, -0.5350497364997864, 0.035926759243011475, 0.49193233251571655]",0,{},1.0,True
"[-0.13226930797100067, -0.730659544467926, 0.04576540365815163, 0.7957178950309753]",1,{},1.0,True
"[-0.14688250422477722, -0.5361945033073425, 0.06167976185679436, 0.5177761316299438]",1,{},1.0,True
"[-0.15760639309883118, -0.3419927954673767, 0.0720352828502655, 0.24514983594417572]",1,{},1.0,True
"[-0.16444624960422516, -0.14796967804431915, 0.07693828642368317, -0.023969991132616997]",0,{},1.0,True
"[-0.1674056500196457, -0.3441058397293091, 0.0764588862657547, 0.2919614911079407]",1,{},1.0,True
"[-0.17428776621818542, -0.15015260875225067, 0.08229811489582062, 0.0243386123329401]",0,{},1.0,True
"[-0.17729081213474274, -0.3463524580001831, 0.08278488367795944, 0.3418106436729431]",1,{},1.0,True
"[-0.18421785533428192, -0.15249991416931152, 0.08962109684944153, 0.07633861154317856]",0,{},1.0,True
"[-0.18726785480976105, -0.3487847149372101, 0.09114786982536316, 0.3958975672721863]",1,{},1.0,True
"[-0.19424355030059814, -0.15506626665592194, 0.09906581789255142, 0.1332864612340927]",1,{},1.0,True
"[-0.19734488427639008, 0.038507383316755295, 0.1017315536737442, -0.1265726238489151]",0,{},1.0,True
"[-0.19657473266124725, -0.1579136848449707, 0.09920009970664978, 0.1963931918144226]",1,{},1.0,True
"[-0.19973300397396088, 0.035659708082675934, 0.10312796384096146, -0.06342238932847977]",0,{},1.0,True
"[-0.19901980459690094, -0.16077806055545807, 0.10185951739549637, 0.259934663772583]",0,{},1.0,True
"[-0.2022353708744049, -0.3571954369544983, 0.10705820471048355, 0.5829285383224487]",1,{},1.0,True
"[-0.20937928557395935, -0.16372336447238922, 0.1187167763710022, 0.3257969915866852]",1,{},1.0,True
"[-0.2126537561416626, 0.0295258816331625, 0.12523271143436432, 0.07278423011302948]",0,{},1.0,True
"[-0.2120632380247116, -0.16714820265769958, 0.1266884058713913, 0.40220728516578674]",1,{},1.0,True
"[-0.21540619432926178, 0.0259705800563097, 0.13473254442214966, 0.15199747681617737]",1,{},1.0,True
"[-0.21488678455352783, 0.21893183887004852, 0.13777250051498413, -0.095329649746418]",1,{},1.0,True
"[-0.21050815284252167, 0.4118378162384033, 0.13586591184139252, -0.3415696620941162]",0,{},1.0,True
"[-0.20227138698101044, 0.21507081389427185, 0.12903450429439545, -0.009317335672676563]",1,{},1.0,True
"[-0.1979699730873108, 0.4081287980079651, 0.12884816527366638, -0.25866591930389404]",1,{},1.0,True
"[-0.18980740010738373, 0.6011984348297119, 0.12367484718561172, -0.5080930590629578]",1,{},1.0,True
"[-0.17778342962265015, 0.7943806648254395, 0.11351298540830612, -0.759385347366333]",0,{},1.0,True
"[-0.16189581155776978, 0.5978929400444031, 0.09832527488470078, -0.4332493245601654]",1,{},1.0,True
"[-0.1499379575252533, 0.7914952635765076, 0.08966029435396194, -0.6933891177177429]",0,{},1.0,True
"[-0.1341080516576767, 0.5952515006065369, 0.07579250633716583, -0.3738810122013092]",0,{},1.0,True
"[-0.12220302224159241, 0.39913931488990784, 0.06831488758325577, -0.0582956038415432]",0,{},1.0,True
"[-0.11422023922204971, 0.20310772955417633, 0.06714897602796555, 0.25513485074043274]",1,{},1.0,True
"[-0.11015807837247849, 0.39720988273620605, 0.07225167006254196, -0.015635257586836815]",1,{},1.0,True
"[-0.10221388190984726, 0.591225266456604, 0.07193896919488907, -0.2846755385398865]",0,{},1.0,True
"[-0.09038937836885452, 0.3951549530029297, 0.06624545902013779, 0.029801020398736]",1,{},1.0,True
"[-0.08248627930879593, 0.5892674326896667, 0.0668414756655693, -0.241267129778862]",1,{},1.0,True
