obs,acts,infos,rews,terminal
"[-0.03205323591828346, -0.0227468591183424, -0.049085475504398346, -0.039663467556238174]",0,{},1.0,True
"[-0.03250817582011223, -0.2171318233013153, -0.04987874627113342, 0.23713743686676025]",1,{},1.0,True
"[-0.036850810050964355, -0.02133406698703766, -0.045135997235774994, -0.07085219025611877]",0,{},1.0,True
"[-0.03727749362587929, -0.2157808393239975, -0.04655304178595543, 0.20725543797016144]",1,{},1.0,True
"[-0.04159310832619667, -0.020025178790092468, -0.04240793362259865, -0.09974157810211182]",0,{},1.0,True
"[-0.04199361056089401, -0.21451449394226074, -0.04440276324748993, 0.17926591634750366]",0,{},1.0,True
"[-0.04628390073776245, -0.4089738428592682, -0.04081744700670242, 0.45761731266975403]",1,{},1.0,True
"[-0.054463379085063934, -0.21329933404922485, -0.031665097922086716, 0.15235301852226257]",0,{},1.0,True
"[-0.05872936546802521, -0.4079539179801941, -0.028618039563298225, 0.4348805248737335]",0,{},1.0,True
"[-0.06688844412565231, -0.602659285068512, -0.019920429214835167, 0.7184064388275146]",0,{},1.0,True
"[-0.07894162833690643, -0.7975000143051147, -0.005552299786359072, 1.0047533512115479]",1,{},1.0,True
"[-0.09489163011312485, -0.6023043394088745, 0.01454276591539383, 0.710331916809082]",1,{},1.0,True
"[-0.1069377139210701, -0.40738674998283386, 0.028749404475092888, 0.42226192355155945]",1,{},1.0,True
"[-0.11508545279502869, -0.21268366277217865, 0.037194643169641495, 0.13877913355827332]",1,{},1.0,True
"[-0.11933912336826324, -0.01811363361775875, 0.03997022658586502, -0.14194133877754211]",1,{},1.0,True
"[-0.11970140039920807, 0.17641375958919525, 0.03713139891624451, -0.4217512607574463]",0,{},1.0,True
"[-0.11617311835289001, -0.019214056432247162, 0.028696374967694283, -0.11759767681360245]",0,{},1.0,True
"[-0.11655740439891815, -0.21473516523838043, 0.02634442038834095, 0.18399880826473236]",1,{},1.0,True
"[-0.12085210531949997, -0.019999874755740166, 0.030024396255612373, -0.10025840252637863]",1,{},1.0,True
"[-0.12125210464000702, 0.1746792048215866, 0.02801922895014286, -0.38331955671310425]",1,{},1.0,True
"[-0.11775851994752884, 0.36939236521720886, 0.020352836698293686, -0.667038083076477]",0,{},1.0,True
"[-0.11037067323923111, 0.17399334907531738, 0.007012076210230589, -0.36801695823669434]",0,{},1.0,True
"[-0.10689080506563187, -0.021227529272437096, -0.00034826298360712826, -0.07313129305839539]",0,{},1.0,True
"[-0.10731535404920578, -0.21634449064731598, -0.0018108888762071729, 0.2194417268037796]",1,{},1.0,True
"[-0.1116422489285469, -0.021196695044636726, 0.0025779458228498697, -0.07381187379360199]",0,{},1.0,True
"[-0.11206617951393127, -0.21635550260543823, 0.001101708272472024, 0.21968328952789307]",1,{},1.0,True
"[-0.11639329046010971, -0.021249324083328247, 0.0054953740909695625, -0.07265190780162811]",1,{},1.0,True
"[-0.11681827902793884, 0.17379342019557953, 0.004042335785925388, -0.36359596252441406]",1,{},1.0,True
"[-0.11334240436553955, 0.3688576817512512, -0.003229583380743861, -0.6550015211105347]",0,{},1.0,True
"[-0.105965256690979, 0.17378084361553192, -0.01632961444556713, -0.36333730816841125]",0,{},1.0,True
"[-0.10248963534832001, -0.021105259656906128, -0.02359635941684246, -0.0758478119969368]",1,{},1.0,True
"[-0.10291174054145813, 0.17434687912464142, -0.025113316252827644, -0.3758810758590698]",0,{},1.0,True
"[-0.0994248017668724, -0.020409537479281425, -0.03263093903660774, -0.09122112393379211]",1,{},1.0,True
"[-0.09983299672603607, 0.17516456544399261, -0.03445535898208618, -0.39401790499687195]",0,{},1.0,True
"[-0.0963297039270401, -0.019451960921287537, -0.042335718870162964, -0.11239425092935562]",1,{},1.0,True
"[-0.09671874344348907, 0.17625024914741516, -0.044583603739738464, -0.41812750697135925]",0,{},1.0,True
"[-0.09319373965263367, -0.018212491646409035, -0.05294615402817726, -0.13982649147510529]",0,{},1.0,True
"[-0.09355799108743668, -0.2125377207994461, -0.05574268475174904, 0.1356939822435379]",1,{},1.0,True
"[-0.09780874103307724, -0.016663482412695885, -0.05302880331873894, -0.17404088377952576]",0,{},1.0,True
"[-0.09814201295375824, -0.21098797023296356, -0.05650962144136429, 0.10145293921232224]",1,{},1.0,True
"[-0.1023617684841156, -0.015103599056601524, -0.05448056384921074, -0.20850957930088043]",0,{},1.0,True
"[-0.10266384482383728, -0.20940591394901276, -0.058650754392147064, 0.06650210171937943]",0,{},1.0,True
"[-0.1068519651889801, -0.40364009141921997, -0.05732071399688721, 0.340118944644928]",1,{},1.0,True
"[-0.11492476612329483, -0.20775137841701508, -0.05051833391189575, 0.029925405979156494]",0,{},1.0,True
"[-0.11907979100942612, -0.40211382508277893, -0.04991982504725456, 0.30625107884407043]",1,{},1.0,True
"[-0.12712207436561584, -0.20631738007068634, -0.04379480332136154, -0.001748069073073566]",1,{},1.0,True
"[-0.13124841451644897, -0.010595601052045822, -0.04382976517081261, -0.30792078375816345]",0,{},1.0,True
"[-0.13146032392978668, -0.2050665020942688, -0.04998818039894104, -0.029376406222581863]",0,{},1.0,True
"[-0.13556165993213654, -0.39943727850914, -0.05057571083307266, 0.24712514877319336]",1,{},1.0,True
"[-0.14355041086673737, -0.20363086462020874, -0.04563320800662041, -0.06107183173298836]",1,{},1.0,True
"[-0.14762301743030548, -0.007885348051786423, -0.046854641288518906, -0.3677959442138672]",0,{},1.0,True
"[-0.14778073132038116, -0.20231129229068756, -0.054210562258958817, -0.09024733304977417]",0,{},1.0,True
"[-0.15182694792747498, -0.39661598205566406, -0.056015510112047195, 0.18485146760940552]",1,{},1.0,True
"[-0.1597592681646347, -0.20073917508125305, -0.05231847986578941, -0.12496288865804672]",0,{},1.0,True
"[-0.1637740582227707, -0.3950740694999695, -0.05481773614883423, 0.15076598525047302]",0,{},1.0,True
"[-0.17167553305625916, -0.5893699526786804, -0.05180241912603378, 0.42566370964050293]",1,{},1.0,True
"[-0.1834629327058792, -0.3935540020465851, -0.04328914359211922, 0.11711065471172333]",1,{},1.0,True
"[-0.19133402407169342, -0.1978393793106079, -0.04094693064689636, -0.18890926241874695]",0,{},1.0,True
"[-0.19529080390930176, -0.3923523426055908, -0.04472511634230614, 0.09058055281639099]",1,{},1.0,True
"[-0.2031378448009491, -0.19661879539489746, -0.04291350394487381, -0.2158709466457367]",0,{},1.0,True
"[-0.2070702314376831, -0.39110180735588074, -0.04723092541098595, 0.06297232210636139]",0,{},1.0,True
"[-0.21489226818084717, -0.5855159163475037, -0.045971475541591644, 0.3403874933719635]",0,{},1.0,True
"[-0.22660258412361145, -0.7799546122550964, -0.039163727313280106, 0.6182265877723694]",1,{},1.0,True
"[-0.24220167100429535, -0.5843081474304199, -0.026799196377396584, 0.3134706914424896]",0,{},1.0,True
"[-0.2538878321647644, -0.7790382504463196, -0.02052978239953518, 0.597582995891571]",1,{},1.0,True
"[-0.26946860551834106, -0.583635151386261, -0.008578122593462467, 0.2985047399997711]",1,{},1.0,True
"[-0.2811413109302521, -0.38839197158813477, -0.0026080275420099497, 0.003128819400444627]",0,{},1.0,True
"[-0.2889091372489929, -0.5834764242172241, -0.002545451046898961, 0.2949877381324768]",1,{},1.0,True
"[-0.30057868361473083, -0.38831827044487, 0.0033543037716299295, 0.0015031066723167896]",0,{},1.0,True
"[-0.3083450496196747, -0.5834881663322449, 0.0033843659330159426, 0.29524245858192444]",1,{},1.0,True
"[-0.3200148046016693, -0.3884146213531494, 0.009289215318858624, 0.0036288355477154255]",0,{},1.0,True
"[-0.32778310775756836, -0.58366858959198, 0.009361792355775833, 0.29922807216644287]",0,{},1.0,True
"[-0.3394564688205719, -0.7789226770401001, 0.015346353873610497, 0.5948488116264343]",1,{},1.0,True
"[-0.3550349175930023, -0.584018886089325, 0.02724332921206951, 0.3070391118526459]",1,{},1.0,True
"[-0.36671528220176697, -0.3892954885959625, 0.033384110778570175, 0.023070985451340675]",1,{},1.0,True
"[-0.37450119853019714, -0.19466781616210938, 0.033845532685518265, -0.25889477133750916]",0,{},1.0,True
"[-0.37839457392692566, -0.39025619626045227, 0.028667636215686798, 0.04426846653223038]",0,{},1.0,True
"[-0.3861996829509735, -0.585777223110199, 0.0295530054718256, 0.3458566665649414]",1,{},1.0,True
"[-0.397915244102478, -0.3910878598690033, 0.036470137536525726, 0.06263744831085205]",1,{},1.0,True
"[-0.4057369828224182, -0.1965072751045227, 0.037722889333963394, -0.21831952035427094]",1,{},1.0,True
"[-0.40966713428497314, -0.0019443051423877478, 0.033356498926877975, -0.4988684356212616]",0,{},1.0,True
"[-0.4097060263156891, -0.19752027094364166, 0.0233791284263134, -0.19586269557476044]",0,{},1.0,True
"[-0.41365641355514526, -0.39296868443489075, 0.019461873918771744, 0.10410267114639282]",0,{},1.0,True
"[-0.4215157926082611, -0.5883640646934509, 0.021543927490711212, 0.40286165475845337]",1,{},1.0,True
"[-0.43328309059143066, -0.3935542106628418, 0.029601160436868668, 0.11704807728528976]",0,{},1.0,True
"[-0.4411541521549225, -0.5890874862670898, 0.03194212168455124, 0.41892102360725403]",1,{},1.0,True
"[-0.4529359042644501, -0.39443239569664, 0.040320541709661484, 0.13647668063640594]",0,{},1.0,True
"[-0.46082454919815063, -0.5901079773902893, 0.04305007681250572, 0.44160252809524536]",1,{},1.0,True
"[-0.4726267158985138, -0.39562082290649414, 0.051882125437259674, 0.16279491782188416]",0,{},1.0,True
"[-0.48053914308547974, -0.5914456248283386, 0.05513802543282509, 0.47138339281082153]",1,{},1.0,True
"[-0.49236804246902466, -0.397144079208374, 0.06456569582223892, 0.196576327085495]",0,{},1.0,True
"[-0.5003109574317932, -0.5931273102760315, 0.06849721819162369, 0.5089077353477478]",1,{},1.0,True
"[-0.5121734738349915, -0.39903387427330017, 0.07867537438869476, 0.23857276141643524]",1,{},1.0,True
"[-0.5201541781425476, -0.20511886477470398, 0.08344683051109314, -0.028293272480368614]",0,{},1.0,True
"[-0.5242565274238586, -0.40133219957351685, 0.08288096636533737, 0.28950750827789307]",1,{},1.0,True
"[-0.5322831869125366, -0.20748388767242432, 0.08867111802101135, 0.02407228946685791]",1,{},1.0,True
"[-0.5364328622817993, -0.013738082721829414, 0.08915255963802338, -0.23936951160430908]",0,{},1.0,True
"[-0.5367076396942139, -0.2100130319595337, 0.08436516672372818, 0.0800497978925705]",1,{},1.0,True
"[-0.5409078598022461, -0.01619543321430683, 0.08596616983413696, -0.18486863374710083]",0,{},1.0,True
"[-0.5412318110466003, -0.21243548393249512, 0.08226879686117172, 0.1336473524570465]",1,{},1.0,True
"[-0.545480489730835, -0.018582424148917198, 0.08494173735380173, -0.1319890171289444]",0,{},1.0,True
"[-0.5458521246910095, -0.21481192111968994, 0.08230195939540863, 0.18623685836791992]",1,{},1.0,True
"[-0.5501483678817749, -0.020958060398697853, 0.08602669835090637, -0.07939019799232483]",1,{},1.0,True
"[-0.5505675673484802, 0.17283207178115845, 0.08443889021873474, -0.343739777803421]",0,{},1.0,True
"[-0.547110915184021, -0.02338326722383499, 0.07756409794092178, -0.025669848546385765]",0,{},1.0,True
"[-0.5475785732269287, -0.21952693164348602, 0.07705070078372955, 0.2904420495033264]",1,{},1.0,True
"[-0.5519691109657288, -0.02558337152004242, 0.08285953849554062, 0.023020336404442787]",0,{},1.0,True
"[-0.5524807572364807, -0.22178983688354492, 0.08331994712352753, 0.34065312147140503]",1,{},1.0,True
"[-0.5569165945053101, -0.0279461070895195, 0.09013301134109497, 0.07536396384239197]",1,{},1.0,True
"[-0.5574755072593689, 0.1657758504152298, 0.09164029359817505, -0.18757618963718414]",0,{},1.0,True
"[-0.5541599988937378, -0.030529581010341644, 0.08788876980543137, 0.13255095481872559]",1,{},1.0,True
"[-0.5547705888748169, 0.16323067247867584, 0.09053978323936462, -0.13116158545017242]",1,{},1.0,True
"[-0.551505982875824, 0.3569468855857849, 0.0879165530204773, -0.39396336674690247]",1,{},1.0,True
"[-0.5443670153617859, 0.5507184267044067, 0.08003728836774826, -0.6576839685440063]",0,{},1.0,True
"[-0.5333526730537415, 0.35457903146743774, 0.06688360869884491, -0.3409108519554138]",0,{},1.0,True
"[-0.5262610912322998, 0.15857236087322235, 0.060065388679504395, -0.02790909633040428]",1,{},1.0,True
"[-0.5230896472930908, 0.35278379917144775, 0.059507206082344055, -0.3010522723197937]",0,{},1.0,True
"[-0.516033947467804, 0.1568664014339447, 0.053486160933971405, 0.009788437746465206]",1,{},1.0,True
"[-0.5128965973854065, 0.35118210315704346, 0.053681932389736176, -0.2655508816242218]",1,{},1.0,True
"[-0.5058729648590088, 0.5454984307289124, 0.04837091267108917, -0.5408305525779724]",0,{},1.0,True
"[-0.49496302008628845, 0.34973111748695374, 0.0375543013215065, -0.2333075851202011]",0,{},1.0,True
"[-0.487968385219574, 0.15409326553344727, 0.032888151705265045, 0.07098066061735153]",1,{},1.0,True
"[-0.4848865270614624, 0.34872865676879883, 0.03430776298046112, -0.21114717423915863]",0,{},1.0,True
"[-0.47791194915771484, 0.15313340723514557, 0.030084820464253426, 0.09215757250785828]",1,{},1.0,True
"[-0.47484928369522095, 0.3478115200996399, 0.03192797303199768, -0.1908838450908661]",0,{},1.0,True
"[-0.4678930342197418, 0.15224769711494446, 0.02811029553413391, 0.11169759929180145]",1,{},1.0,True
"[-0.4648481011390686, 0.346955806016922, 0.030344247817993164, -0.17198583483695984]",0,{},1.0,True
"[-0.4579089879989624, 0.1514129787683487, 0.026904530823230743, 0.13011319935321808]",0,{},1.0,True
"[-0.4548807144165039, -0.04408383369445801, 0.02950679510831833, 0.4311612844467163]",1,{},1.0,True
"[-0.4557623863220215, 0.1506081372499466, 0.0381300188601017, 0.14792416989803314]",1,{},1.0,True
"[-0.45275023579597473, 0.34516391158103943, 0.04108850285410881, -0.13248984515666962]",0,{},1.0,True
"[-0.44584694504737854, 0.14947821199893951, 0.03843870759010315, 0.1728675812482834]",1,{},1.0,True
"[-0.44285738468170166, 0.3440295457839966, 0.04189606010913849, -0.10744564235210419]",0,{},1.0,True
"[-0.4359768033027649, 0.14833302795886993, 0.039747145026922226, 0.19815537333488464]",1,{},1.0,True
"[-0.43301013112068176, 0.34286460280418396, 0.04371025413274765, -0.08172893524169922]",1,{},1.0,True
"[-0.4261528551578522, 0.537333607673645, 0.04207567498087883, -0.36030709743499756]",1,{},1.0,True
"[-0.41540616750717163, 0.7318329811096191, 0.03486953303217888, -0.639431357383728]",0,{},1.0,True
"[-0.40076950192451477, 0.536242663860321, 0.022080905735492706, -0.33597463369369507]",1,{},1.0,True
"[-0.3900446593761444, 0.7310435175895691, 0.015361412428319454, -0.6216134428977966]",0,{},1.0,True
"[-0.375423789024353, 0.5357104539871216, 0.0029291436076164246, -0.32413235306739807]",0,{},1.0,True
"[-0.3647095859050751, 0.34054693579673767, -0.0035535034257918596, -0.030527135357260704]",1,{},1.0,True
"[-0.35789865255355835, 0.535719633102417, -0.0041640461422502995, -0.32432910799980164]",0,{},1.0,True
"[-0.3471842408180237, 0.34065723419189453, -0.010650628246366978, -0.03296225145459175]",0,{},1.0,True
"[-0.34037110209465027, 0.14568962156772614, -0.011309873312711716, 0.2563413381576538]",1,{},1.0,True
