obs,acts,infos,rews,terminal
"[0.04230882599949837, 0.048712264746427536, -0.003011280670762062, 0.012059757485985756]",1,{},1.0,True
"[0.043283071368932724, 0.24387727677822113, -0.0027700853534042835, -0.28157174587249756]",1,{},1.0,True
"[0.048160620033741, 0.43903863430023193, -0.008401520550251007, -0.5751270651817322]",0,{},1.0,True
"[0.05694139003753662, 0.24403545260429382, -0.019904062151908875, -0.28510263562202454]",0,{},1.0,True
"[0.06182210147380829, 0.04920295253396034, -0.02560611441731453, 0.0012368218740448356]",1,{},1.0,True
"[0.0628061592578888, 0.24468259513378143, -0.025581378489732742, -0.29941388964653015]",0,{},1.0,True
"[0.06769981235265732, 0.04993444308638573, -0.03156965598464012, -0.0149073526263237]",1,{},1.0,True
"[0.06869850307703018, 0.24549458920955658, -0.031867802143096924, -0.3173813223838806]",0,{},1.0,True
"[0.0736083909869194, 0.05084068328142166, -0.038215428590774536, -0.03491628170013428]",0,{},1.0,True
"[0.07462520897388458, -0.14371299743652344, -0.03891375660896301, 0.24546857178211212]",0,{},1.0,True
"[0.0717509463429451, -0.33825817704200745, -0.03400438278913498, 0.5256276726722717]",0,{},1.0,True
"[0.06498578190803528, -0.5328855514526367, -0.02349182963371277, 0.8074045777320862]",1,{},1.0,True
"[0.0543280728161335, -0.3374496400356293, -0.00734373927116394, 0.5074256062507629]",1,{},1.0,True
"[0.0475790798664093, -0.142224982380867, 0.0028047736268490553, 0.21243751049041748]",0,{},1.0,True
"[0.04473457857966423, -0.3373869061470032, 0.007053523790091276, 0.5060038566589355]",1,{},1.0,True
"[0.037986841052770615, -0.14236506819725037, 0.01717360131442547, 0.21555209159851074]",1,{},1.0,True
"[0.0351395383477211, 0.05250721052289009, 0.02148464322090149, -0.07166443020105362]",1,{},1.0,True
"[0.03618968278169632, 0.2473146617412567, 0.02005135454237461, -0.3574921786785126]",0,{},1.0,True
"[0.04113597795367241, 0.05191347002983093, 0.012901511043310165, -0.058554600924253464]",0,{},1.0,True
"[0.04217424616217613, -0.14339105784893036, 0.011730419471859932, 0.23817075788974762]",1,{},1.0,True
"[0.03930642455816269, 0.05156135931611061, 0.01649383455514908, -0.050789088010787964]",1,{},1.0,True
"[0.04033765196800232, 0.246442973613739, 0.015478053130209446, -0.33822277188301086]",0,{},1.0,True
"[0.04526651278138161, 0.05110422521829605, 0.008713597431778908, -0.040699392557144165]",0,{},1.0,True
"[0.04628859460353851, -0.14414158463478088, 0.00789960939437151, 0.25471997261047363]",1,{},1.0,True
"[0.04340576380491257, 0.050866689532995224, 0.0129940090700984, -0.03546084836125374]",1,{},1.0,True
"[0.04442309960722923, 0.24579991400241852, 0.01228479202836752, -0.32401588559150696]",0,{},1.0,True
"[0.04933909699320793, 0.05050521343946457, 0.005804474465548992, -0.027484290301799774]",0,{},1.0,True
"[0.05034920200705528, -0.14469949901103973, 0.005254788789898157, 0.26702433824539185]",1,{},1.0,True
"[0.047455210238695145, 0.050347067415714264, 0.010595275089144707, -0.023996558040380478]",1,{},1.0,True
"[0.0484621524810791, 0.24531547725200653, 0.010115344077348709, -0.31331780552864075]",0,{},1.0,True
"[0.0533684603869915, 0.05005090311169624, 0.0038489880971610546, -0.017462067306041718]",0,{},1.0,True
"[0.0543694794178009, -0.14512602984905243, 0.0034997467882931232, 0.2764327824115753]",1,{},1.0,True
"[0.051466960459947586, 0.04994581267237663, 0.009028402157127857, -0.015144282951951027]",1,{},1.0,True
"[0.05246587470173836, 0.24493713676929474, 0.008725516498088837, -0.3049650192260742]",1,{},1.0,True
"[0.05736461654305458, 0.4399336576461792, 0.0026262160390615463, -0.594883382320404]",0,{},1.0,True
"[0.06616329401731491, 0.24477504193782806, -0.009271452203392982, -0.3013744056224823]",0,{},1.0,True
"[0.07105879485607147, 0.049786459654569626, -0.015298940241336823, -0.011629855260252953]",0,{},1.0,True
"[0.07205452024936676, -0.1451127827167511, -0.015531537123024464, 0.27618709206581116]",1,{},1.0,True
"[0.06915226578712463, 0.050227273255586624, -0.010007795877754688, -0.02135375328361988]",0,{},1.0,True
"[0.07015681266784668, -0.1447497308254242, -0.010434870608150959, 0.2681548595428467]",0,{},1.0,True
"[0.06726181507110596, -0.3397212326526642, -0.0050717731937766075, 0.5575283765792847]",1,{},1.0,True
"[0.06046739220619202, -0.14452844858169556, 0.006078794598579407, 0.2632519006729126]",1,{},1.0,True
"[0.057576823979616165, 0.050506215542554855, 0.01134383212774992, -0.027507539838552475]",0,{},1.0,True
"[0.05858694761991501, -0.14477656781673431, 0.010793681256473064, 0.26873278617858887]",1,{},1.0,True
"[0.055691417306661606, 0.05018969997763634, 0.01616833731532097, -0.020526286214590073]",1,{},1.0,True
"[0.05669521167874336, 0.24507609009742737, 0.015757812187075615, -0.30806437134742737]",0,{},1.0,True
"[0.06159673258662224, 0.049733199179172516, 0.009596523828804493, -0.010453811846673489]",0,{},1.0,True
"[0.06259139627218246, -0.14552505314350128, 0.009387447498738766, 0.28524142503738403]",0,{},1.0,True
"[0.05968089401721954, -0.3407796323299408, 0.01509227603673935, 0.5808702111244202]",1,{},1.0,True
"[0.05286530405282974, -0.14587236940860748, 0.026709681376814842, 0.2929795980453491]",0,{},1.0,True
"[0.04994785413146019, -0.3413647413253784, 0.0325692743062973, 0.5939652919769287]",1,{},1.0,True
"[0.04312055930495262, -0.14671345055103302, 0.04444858059287071, 0.31171688437461853]",1,{},1.0,True
"[0.04018628969788551, 0.04774799570441246, 0.0506829172372818, 0.03337637707591057]",1,{},1.0,True
