obs,acts,infos,rews,terminal
"[-0.0438200980424881, 0.008320067077875137, 0.0022435339633375406, -0.0095346225425601]",0,{},1.0,True
"[-0.0436536967754364, -0.18683399260044098, 0.0020528414752334356, 0.2838553190231323]",0,{},1.0,True
"[-0.047390375286340714, -0.3819851577281952, 0.007729948032647371, 0.5771849751472473]",1,{},1.0,True
"[-0.05503007769584656, -0.18697239458560944, 0.019273648038506508, 0.28694719076156616]",1,{},1.0,True
"[-0.058769527822732925, 0.007869458757340908, 0.02501259185373783, 0.00040477432776242495]",0,{},1.0,True
"[-0.05861213803291321, -0.18760211765766144, 0.02502068690955639, 0.300873339176178]",1,{},1.0,True
"[-0.06236417964100838, 0.007154444232583046, 0.031038153916597366, 0.016185268759727478]",1,{},1.0,True
"[-0.062221091240644455, 0.2018178403377533, 0.031361859291791916, -0.26654544472694397]",0,{},1.0,True
"[-0.05818473547697067, 0.006262650713324547, 0.026030950248241425, 0.03586198017001152]",0,{},1.0,True
"[-0.05805948004126549, -0.18922273814678192, 0.026748189702630043, 0.33664295077323914]",1,{},1.0,True
"[-0.061843935400247574, 0.005508560221642256, 0.03348105028271675, 0.05251352861523628]",1,{},1.0,True
"[-0.06173376366496086, 0.20013482868671417, 0.03453132137656212, -0.22942067682743073]",0,{},1.0,True
"[-0.05773106589913368, 0.00453687971457839, 0.02994290553033352, 0.07395153492689133]",1,{},1.0,True
"[-0.057640329003334045, 0.1992170512676239, 0.03142193704843521, -0.20913593471050262]",1,{},1.0,True
"[-0.05365598946809769, 0.39387595653533936, 0.02723921835422516, -0.4917435944080353]",0,{},1.0,True
"[-0.04577846825122833, 0.19838057458400726, 0.0174043457955122, -0.19060198962688446]",0,{},1.0,True
"[-0.041810858994722366, 0.0030140175949782133, 0.013592306524515152, 0.10752008110284805]",0,{},1.0,True
"[-0.041750576347112656, -0.19230005145072937, 0.0157427079975605, 0.4044601321220398]",1,{},1.0,True
"[-0.04559657722711563, 0.002595143858343363, 0.023831911385059357, 0.11678173393011093]",1,{},1.0,True
"[-0.04554467648267746, 0.19736766815185547, 0.026167545467615128, -0.16828815639019012]",0,{},1.0,True
"[-0.04159732162952423, 0.0018811185145750642, 0.022801782935857773, 0.13253365457057953]",1,{},1.0,True
"[-0.041559699922800064, 0.19666914641857147, 0.02545245550572872, -0.152869313955307]",1,{},1.0,True
"[-0.037626318633556366, 0.39141759276390076, 0.022395068779587746, -0.43741512298583984]",0,{},1.0,True
"[-0.02979796566069126, 0.19598591327667236, 0.013646766543388367, -0.13775752484798431]",1,{},1.0,True
"[-0.025878246873617172, 0.39090976119041443, 0.01089161541312933, -0.4261040687561035]",0,{},1.0,True
"[-0.018060052767395973, 0.19563525915145874, 0.002369534457102418, -0.13000759482383728]",0,{},1.0,True
"[-0.014147346839308739, 0.0004794435517396778, -0.00023061741376295686, 0.16342194378376007]",1,{},1.0,True
"[-0.014137757942080498, 0.19560469686985016, 0.003037821501493454, -0.1293337196111679]",0,{},1.0,True
"[-0.010225663892924786, 0.00043935899157077074, 0.0004511470615398139, 0.16430604457855225]",1,{},1.0,True
"[-0.010216876864433289, 0.19555485248565674, 0.0037372680380940437, -0.12823452055454254]",0,{},1.0,True
"[-0.006305779796093702, 0.0003795599041040987, 0.0011725776130333543, 0.16562512516975403]",0,{},1.0,True
"[-0.0062981885857880116, -0.19475916028022766, 0.0044850800186395645, 0.458677738904953]",1,{},1.0,True
"[-0.010193372145295143, 0.0002991061774082482, 0.013658634386956692, 0.1674118936061859]",0,{},1.0,True
"[-0.010187389329075813, -0.19501566886901855, 0.017006872221827507, 0.4643722474575043]",1,{},1.0,True
"[-0.014087703078985214, -0.00013811734970659018, 0.026294317096471786, 0.17709796130657196]",1,{},1.0,True
"[-0.014090465381741524, 0.19459787011146545, 0.029836276546120644, -0.10717539489269257]",0,{},1.0,True
"[-0.010198508389294147, -0.0009386622114107013, 0.0276927687227726, 0.19476941227912903]",1,{},1.0,True
"[-0.010217281058430672, 0.1937764436006546, 0.03158815577626228, -0.08905061334371567]",0,{},1.0,True
"[-0.0063417525961995125, -0.0017837142804637551, 0.02980714477598667, 0.21342866122722626]",1,{},1.0,True
"[-0.006377426907420158, 0.192899689078331, 0.034075718373060226, -0.06970472633838654]",1,{},1.0,True
"[-0.0025194331537932158, 0.38751694560050964, 0.032681625336408615, -0.3514448404312134]",0,{},1.0,True
"[0.005230905953794718, 0.1919458508491516, 0.025652727112174034, -0.04863813892006874]",1,{},1.0,True
"[0.00906982272863388, 0.38669073581695557, 0.024679964408278465, -0.3331182897090912]",0,{},1.0,True
"[0.016803637146949768, 0.19122637808322906, 0.018017597496509552, -0.032755859196186066]",0,{},1.0,True
"[0.02062816545367241, -0.004149261396378279, 0.017362480983138084, 0.2655569016933441]",0,{},1.0,True
"[0.02054518088698387, -0.19951465725898743, 0.02267361991107464, 0.5636651515960693]",1,{},1.0,True
"[0.01655488647520542, -0.004718071781098843, 0.0339469239115715, 0.27821084856987]",1,{},1.0,True
"[0.01646052487194538, 0.18990355730056763, 0.03951114043593407, -0.0035749319940805435]",0,{},1.0,True
"[0.020258596166968346, -0.0057621062733232975, 0.03943964093923569, 0.3013077676296234]",1,{},1.0,True
"[0.020143354311585426, 0.1887761652469635, 0.04546579718589783, 0.021319514140486717]",1,{},1.0,True
"[0.02391887828707695, 0.38321760296821594, 0.04589218646287918, -0.25667890906333923]",0,{},1.0,True
"[0.03158323094248772, 0.18747150897979736, 0.040758609771728516, 0.05011867359280586]",1,{},1.0,True
"[0.035332661122083664, 0.3819860517978668, 0.04176098108291626, -0.22943107783794403]",0,{},1.0,True
