obs,acts,infos,rews,terminal
"[0.011431628838181496, 0.014506813138723373, -0.04038392752408981, 0.021205460652709007]",1,{},1.0,True
"[0.01172176469117403, 0.21018394827842712, -0.03995981812477112, -0.2839405834674835]",0,{},1.0,True
"[0.015925442799925804, 0.01565404050052166, -0.04563862830400467, -0.004123712424188852]",0,{},1.0,True
"[0.01623852364718914, -0.17878468334674835, -0.04572110250592232, 0.2738175690174103]",0,{},1.0,True
"[0.012662830762565136, -0.37322545051574707, -0.040244750678539276, 0.5517366528511047]",1,{},1.0,True
"[0.005198321770876646, -0.17756208777427673, -0.02921001799404621, 0.24665045738220215]",1,{},1.0,True
"[0.0016470798291265965, 0.017964599654078484, -0.024277009069919586, -0.05510098859667778]",1,{},1.0,True
"[0.0020063717383891344, 0.21342608332633972, -0.025379030033946037, -0.3553435504436493]",0,{},1.0,True
"[0.006274893414229155, 0.01867399737238884, -0.032485898584127426, -0.07077013701200485]",1,{},1.0,True
"[0.006648373324424028, 0.2142462581396103, -0.03390130400657654, -0.37352293729782104]",1,{},1.0,True
"[0.010933298617601395, 0.40983298420906067, -0.04137176275253296, -0.6766995191574097]",1,{},1.0,True
"[0.019129958003759384, 0.6055046319961548, -0.05490574985742569, -0.982115626335144]",0,{},1.0,True
"[0.031240049749612808, 0.4111596941947937, -0.07454806566238403, -0.7071717381477356]",0,{},1.0,True
"[0.03946324437856674, 0.21714532375335693, -0.08869149535894394, -0.4388553202152252]",0,{},1.0,True
"[0.04380615055561066, 0.02338327094912529, -0.09746860712766647, -0.17539572715759277]",0,{},1.0,True
"[0.04427381604909897, -0.17021843791007996, -0.10097651928663254, 0.0850180834531784]",0,{},1.0,True
"[0.04086944833397865, -0.3637588620185852, -0.09927615523338318, 0.3442132771015167]",1,{},1.0,True
"[0.033594269305467606, -0.1673751026391983, -0.09239189326763153, 0.021948793902993202]",0,{},1.0,True
"[0.03024676814675331, -0.36105895042419434, -0.09195291996002197, 0.2841108739376068]",1,{},1.0,True
"[0.02302558906376362, -0.16475403308868408, -0.08627069741487503, -0.03609861060976982]",1,{},1.0,True
"[0.01973050832748413, 0.03149231895804405, -0.08699267357587814, -0.3547055125236511]",0,{},1.0,True
"[0.020360354334115982, -0.16229194402694702, -0.09408678114414215, -0.09067190438508987]",1,{},1.0,True
"[0.017114516347646713, 0.034043848514556885, -0.09590022265911102, -0.4114937484264374]",0,{},1.0,True
"[0.017795393243432045, -0.15959708392620087, -0.1041300967335701, -0.1505184769630432]",0,{},1.0,True
"[0.014603450894355774, -0.3530857563018799, -0.10714046657085419, 0.10758351534605026]",1,{},1.0,True
"[0.007541735656559467, -0.15660460293293, -0.10498879104852676, -0.21688735485076904]",0,{},1.0,True
"[0.004409643821418285, -0.3500812351703644, -0.10932654142379761, 0.04091957211494446]",1,{},1.0,True
"[-0.0025919810868799686, -0.15357519686222076, -0.1085081472992897, -0.28415772318840027]",0,{},1.0,True
"[-0.005663484800606966, -0.3469957113265991, -0.11419130116701126, -0.027572106570005417]",0,{},1.0,True
"[-0.012603399343788624, -0.5403106212615967, -0.11474274843931198, 0.22701242566108704]",0,{},1.0,True
"[-0.023409612476825714, -0.7336217761039734, -0.11020249873399734, 0.48141196370124817]",1,{},1.0,True
"[-0.038082048296928406, -0.5371308922767639, -0.10057425498962402, 0.15612956881523132]",0,{},1.0,True
"[-0.04882466420531273, -0.7306797504425049, -0.09745166450738907, 0.4154668152332306]",1,{},1.0,True
"[-0.06343825906515121, -0.5343214273452759, -0.0891423299908638, 0.09372134506702423]",1,{},1.0,True
"[-0.07412468641996384, -0.33804240822792053, -0.0872679054737091, -0.22570136189460754]",0,{},1.0,True
"[-0.08088553696870804, -0.531815767288208, -0.09178192913532257, 0.03822840750217438]",0,{},1.0,True
"[-0.09152185171842575, -0.7255098819732666, -0.09101736545562744, 0.30060067772865295]",0,{},1.0,True
"[-0.10603205114603043, -0.9192246198654175, -0.08500535041093826, 0.5632478594779968]",1,{},1.0,True
"[-0.1244165450334549, -0.7230192422866821, -0.0737403929233551, 0.24504093825817108]",0,{},1.0,True
"[-0.13887692987918854, -0.9170147180557251, -0.06883957237005234, 0.5135833621025085]",1,{},1.0,True
"[-0.15721721947193146, -0.7209941744804382, -0.05856790393590927, 0.20002612471580505]",0,{},1.0,True
"[-0.17163710296154022, -0.9152317047119141, -0.054567381739616394, 0.4736737012863159]",0,{},1.0,True
"[-0.18994173407554626, -1.1095422506332397, -0.04509390890598297, 0.7486708760261536]",1,{},1.0,True
"[-0.21213258802890778, -0.9138282537460327, -0.030120491981506348, 0.44214513897895813]",1,{},1.0,True
"[-0.2304091453552246, -0.718293309211731, -0.021277587860822678, 0.1401216983795166]",0,{},1.0,True
"[-0.24477501213550568, -0.9131041765213013, -0.018475154414772987, 0.4260166883468628]",0,{},1.0,True
