obs,acts,infos,rews,terminal
"[-0.019261950626969337, 0.038118939846754074, -0.023091528564691544, 0.010553314350545406]",0,{},1.0,True
"[-0.018499571830034256, -0.15666437149047852, -0.02288046106696129, 0.295862078666687]",1,{},1.0,True
"[-0.021632859483361244, 0.03877616673707962, -0.01696321927011013, -0.003948265220969915]",0,{},1.0,True
"[-0.02085733599960804, -0.15609845519065857, -0.017042186111211777, 0.2833346724510193]",1,{},1.0,True
"[-0.0239793062210083, 0.039262376725673676, -0.011375492438673973, -0.014674188569188118]",0,{},1.0,True
"[-0.02319405786693096, -0.1556946039199829, -0.011668975464999676, 0.2743980288505554]",1,{},1.0,True
"[-0.026307949796319008, 0.03959188237786293, -0.00618101516738534, -0.021942343562841415]",0,{},1.0,True
"[-0.02551611140370369, -0.15544088184833527, -0.00661986181512475, 0.2687840163707733]",1,{},1.0,True
"[-0.02862492948770523, 0.03977490961551666, -0.0012441817671060562, -0.02597949095070362]",0,{},1.0,True
"[-0.027829430997371674, -0.15532918274402618, -0.0017637715209275484, 0.2663106322288513]",0,{},1.0,True
"[-0.030936015769839287, -0.3504258990287781, 0.003562440862879157, 0.5584366917610168]",1,{},1.0,True
"[-0.03794453293085098, -0.15535414218902588, 0.014731175266206264, 0.26687827706336975]",0,{},1.0,True
"[-0.04105161502957344, -0.35068321228027344, 0.020068740472197533, 0.5641708970069885]",1,{},1.0,True
"[-0.04806528240442276, -0.15584850311279297, 0.03135215863585472, 0.2778775095939636]",1,{},1.0,True
"[-0.051182251423597336, 0.03881246969103813, 0.03690971061587334, -0.004754433874040842]",0,{},1.0,True
"[-0.05040600150823593, -0.15681885182857513, 0.0368146188557148, 0.29934167861938477]",1,{},1.0,True
"[-0.053542379289865494, 0.037759535014629364, 0.04280145466327667, 0.018492912873625755]",0,{},1.0,True
"[-0.052787188440561295, -0.1579492688179016, 0.04317131265997887, 0.32436704635620117]",1,{},1.0,True
"[-0.055946171283721924, 0.03653223440051079, 0.049658652395009995, 0.045605022460222244]",0,{},1.0,True
"[-0.05521553009748459, -0.15926532447338104, 0.05057075247168541, 0.35353294014930725]",1,{},1.0,True
"[-0.05840083584189415, 0.03510243073105812, 0.0576414130628109, 0.0772155225276947]",1,{},1.0,True
"[-0.05769878625869751, 0.22935271263122559, 0.05918572470545769, -0.19673879444599152]",0,{},1.0,True
