obs,acts,infos,rews,terminal
"[-0.049622271209955215, -0.022450067102909088, 0.044501904398202896, -0.028757071122527122]",1,{},1.0,True
"[-0.05007127299904823, 0.17200638353824615, 0.04392676055431366, -0.307073712348938]",0,{},1.0,True
"[-0.04663114622235298, -0.02371308021247387, 0.03778528794646263, -0.0008674077107571065]",0,{},1.0,True
"[-0.04710540920495987, -0.2193559855222702, 0.037767939269542694, 0.3034937083721161]",1,{},1.0,True
"[-0.05149252712726593, -0.02479206956923008, 0.04383781552314758, 0.022957095876336098]",1,{},1.0,True
"[-0.05198837071657181, 0.16967467963695526, 0.044296957552433014, -0.2555786073207855]",1,{},1.0,True
"[-0.0485948771238327, 0.36413711309432983, 0.039185382425785065, -0.5339670181274414]",0,{},1.0,True
"[-0.04131213203072548, 0.16848662495613098, 0.028506042435765266, -0.22919905185699463]",0,{},1.0,True
"[-0.03794240206480026, -0.02703084796667099, 0.023922061547636986, 0.07233764231204987]",0,{},1.0,True
"[-0.038483016192913055, -0.2224874347448349, 0.025368815287947655, 0.37247106432914734]",1,{},1.0,True
"[-0.042932767421007156, -0.027734894305467606, 0.03281823545694351, 0.08789386600255966]",1,{},1.0,True
"[-0.043487463146448135, 0.16690164804458618, 0.034576114267110825, -0.19425690174102783]",0,{},1.0,True
"[-0.04014943167567253, -0.028697405010461807, 0.030690975487232208, 0.1091296598315239]",1,{},1.0,True
"[-0.04072337970137596, 0.16597160696983337, 0.03287356719374657, -0.17371462285518646]",1,{},1.0,True
"[-0.03740394860506058, 0.3606080412864685, 0.02939927577972412, -0.45584842562675476]",0,{},1.0,True
"[-0.030191786587238312, 0.16508302092552185, 0.020282307639718056, -0.1540454924106598]",0,{},1.0,True
"[-0.02689012698829174, -0.030323384329676628, 0.017201397567987442, 0.14496640861034393]",1,{},1.0,True
"[-0.027496594935655594, 0.16454805433750153, 0.020100725814700127, -0.14224053919315338]",1,{},1.0,True
"[-0.024205632507801056, 0.359376460313797, 0.017255915328860283, -0.42851486802101135]",0,{},1.0,True
