obs,acts,infos,rews,terminal
"[-0.016368141397833824, 0.0258287712931633, 0.004326526075601578, -0.02618410438299179]",0,{},1.0,True
"[-0.015851564705371857, -0.16935496032238007, 0.0038028438575565815, 0.2678607404232025]",1,{},1.0,True
"[-0.019238663837313652, 0.0257125161588192, 0.009160058572888374, -0.02362031675875187]",1,{},1.0,True
"[-0.018724413588643074, 0.2207019180059433, 0.00868765264749527, -0.31339913606643677]",0,{},1.0,True
"[-0.014310375787317753, 0.025457285344600677, 0.0024196701124310493, -0.01798909530043602]",0,{},1.0,True
"[-0.013801230117678642, -0.1696992814540863, 0.00205988809466362, 0.2754562795162201]",1,{},1.0,True
"[-0.017195215448737144, 0.02539321780204773, 0.007569013629108667, -0.016576243564486504]",0,{},1.0,True
"[-0.01668735221028328, -0.16983646154403687, 0.007237488869577646, 0.27848514914512634]",1,{},1.0,True
"[-0.0200840812176466, 0.025181500241160393, 0.012807192280888557, -0.011906320229172707]",0,{},1.0,True
"[-0.019580451771616936, -0.17012175917625427, 0.01256906520575285, 0.2847897410392761]",1,{},1.0,True
"[-0.02298288606107235, 0.024818692356348038, 0.018264859914779663, -0.0039026187732815742]",0,{},1.0,True
"[-0.02248651161789894, -0.17056037485599518, 0.01818680763244629, 0.2944866716861725]",0,{},1.0,True
"[-0.025897718966007233, -0.365936815738678, 0.024076541885733604, 0.5928494930267334]",1,{},1.0,True
"[-0.033216457813978195, -0.1711600422859192, 0.03593353182077408, 0.3078468143939972]",1,{},1.0,True
"[-0.036639656871557236, 0.023431958630681038, 0.04209046810865402, 0.026709439232945442]",1,{},1.0,True
"[-0.036171019077301025, 0.2179258167743683, 0.04262465611100197, -0.25240200757980347]",0,{},1.0,True
"[-0.03181250020861626, 0.02222195453941822, 0.03757661581039429, 0.05341499671339989]",1,{},1.0,True
"[-0.031368061900138855, 0.2167855203151703, 0.03864491730928421, -0.2271794080734253]",0,{},1.0,True
"[-0.02703235298395157, 0.021133210510015488, 0.03410132974386215, 0.07743871212005615]",1,{},1.0,True
"[-0.026609687134623528, 0.21575012803077698, 0.0356501042842865, -0.20429308712482452]",0,{},1.0,True
"[-0.02229468524456024, 0.020136967301368713, 0.031564243137836456, 0.09941912442445755]",1,{},1.0,True
"[-0.021891945973038673, 0.2147926539182663, 0.0335526242852211, -0.1831406205892563]",1,{},1.0,True
"[-0.017596092075109482, 0.40941885113716125, 0.02988981083035469, -0.465052992105484]",0,{},1.0,True
"[-0.009407715871930122, 0.21388757228851318, 0.020588751882314682, -0.16310077905654907]",0,{},1.0,True
"[-0.005129964556545019, 0.018477028235793114, 0.017326736822724342, 0.13600558042526245]",1,{},1.0,True
"[-0.004760424140840769, 0.21334657073020935, 0.02004684880375862, -0.1511610448360443]",0,{},1.0,True
"[-0.0004934925236739218, 0.01794338785111904, 0.01702362671494484, 0.1477782130241394]",1,{},1.0,True
