obs,acts,infos,rews,terminal
"[-0.04607841372489929, 0.04001768305897713, -0.005991190206259489, -0.0032299086451530457]",0,{},1.0,True
"[-0.04527806118130684, -0.15501783788204193, -0.006055788602679968, 0.2875567078590393]",1,{},1.0,True
"[-0.04837841913104057, 0.0401899516582489, -0.0003046541824005544, -0.0070299808867275715]",1,{},1.0,True
"[-0.04757462069392204, 0.23531627655029297, -0.0004452537978067994, -0.2998090088367462]",0,{},1.0,True
"[-0.042868293821811676, 0.040200669318437576, -0.006441433914005756, -0.007266545202583075]",1,{},1.0,True
"[-0.042064279317855835, 0.23541440069675446, -0.006586764939129353, -0.3019748330116272]",0,{},1.0,True
"[-0.03735599294304848, 0.04038694500923157, -0.012626261450350285, -0.011376497335731983]",1,{},1.0,True
"[-0.036548253148794174, 0.23568767309188843, -0.012853791937232018, -0.30801627039909363]",0,{},1.0,True
"[-0.03183450177311897, 0.04075121507048607, -0.019014116376638412, -0.019414637237787247]",1,{},1.0,True
"[-0.03101947531104088, 0.23614060878753662, -0.019402408972382545, -0.3180355727672577]",0,{},1.0,True
"[-0.026296664029359818, 0.04130030423402786, -0.025763120502233505, -0.031534068286418915]",1,{},1.0,True
"[-0.025470657274127007, 0.23678205907344818, -0.02639380283653736, -0.33223292231559753]",0,{},1.0,True
"[-0.020735016092658043, 0.04204553738236427, -0.033038459718227386, -0.04798874631524086]",0,{},1.0,True
"[-0.019894106313586235, -0.15258747339248657, -0.03399823606014252, 0.2340899109840393]",0,{},1.0,True
"[-0.02294585481286049, -0.34720757603645325, -0.029316438362002373, 0.5158578157424927]",1,{},1.0,True
"[-0.02989000640809536, -0.15168532729148865, -0.018999282270669937, 0.21408265829086304]",1,{},1.0,True
"[-0.03292371332645416, 0.043703023344278336, -0.014717628248035908, -0.08453243225812912]",0,{},1.0,True
"[-0.03204965218901634, -0.1512048989534378, -0.016408277675509453, 0.20347096025943756]",0,{},1.0,True
"[-0.03507374972105026, -0.3460884094238281, -0.012338857166469097, 0.49093306064605713]",1,{},1.0,True
"[-0.041995517909526825, -0.15079458057880402, -0.002520196605473757, 0.19438709318637848]",0,{},1.0,True
"[-0.04501141235232353, -0.345880389213562, 0.0013675452210009098, 0.48627394437789917]",1,{},1.0,True
"[-0.05192901939153671, -0.15077777206897736, 0.011093024164438248, 0.19402232766151428]",1,{},1.0,True
"[-0.05494457483291626, 0.04418375715613365, 0.014973470941185951, -0.09514068067073822]",0,{},1.0,True
"[-0.05406089872121811, -0.15114957094192505, 0.013070656917989254, 0.20222850143909454]",1,{},1.0,True
"[-0.057083889842033386, 0.043783038854599, 0.01711522787809372, -0.08630277216434479]",0,{},1.0,True
