obs,acts,infos,rews,terminal
"[-0.028161510825157166, 0.044904034584760666, -0.009913003072142601, -0.04745667427778244]",1,{},1.0,True
"[-0.027263429015874863, 0.24016672372817993, -0.0108621371909976, -0.34325069189071655]",0,{},1.0,True
"[-0.022460095584392548, 0.04520097002387047, -0.01772714965045452, -0.0540127158164978]",0,{},1.0,True
"[-0.021556075662374496, -0.14966237545013428, -0.01880740560591221, 0.23302486538887024]",1,{},1.0,True
"[-0.024549324065446854, 0.045723188668489456, -0.01414690725505352, -0.0655307024717331]",0,{},1.0,True
"[-0.023634860292077065, -0.14919310808181763, -0.015457522124052048, 0.22265543043613434]",0,{},1.0,True
"[-0.026618722826242447, -0.3440907597541809, -0.011004412546753883, 0.5104226469993591]",0,{},1.0,True
"[-0.033500537276268005, -0.5390559434890747, -0.0007959601352922618, 0.7996175289154053]",1,{},1.0,True
"[-0.04428165778517723, -0.34392309188842773, 0.015196390450000763, 0.5066843032836914]",1,{},1.0,True
"[-0.051160119473934174, -0.1490185409784317, 0.02533007599413395, 0.21882879734039307]",1,{},1.0,True
"[-0.05414048954844475, 0.04573233425617218, 0.029706653207540512, -0.06575755774974823]",1,{},1.0,True
"[-0.053225841373205185, 0.2404160499572754, 0.028391500934958458, -0.34892183542251587]",0,{},1.0,True
"[-0.04841751977801323, 0.044902049005031586, 0.021413065493106842, -0.04742302745580673]",0,{},1.0,True
"[-0.04751947894692421, -0.15052029490470886, 0.02046460472047329, 0.25193825364112854]",1,{},1.0,True
"[-0.05052988603711128, 0.0443035364151001, 0.0255033690482378, -0.0342201367020607]",1,{},1.0,True
"[-0.04964381456375122, 0.23905065655708313, 0.024818966165184975, -0.3187486529350281]",0,{},1.0,True
"[-0.04486280307173729, 0.043584175407886505, 0.018443994224071503, -0.01834319345653057]",1,{},1.0,True
"[-0.04399111866950989, 0.23843683302402496, 0.018077129498124123, -0.30515024065971375]",0,{},1.0,True
"[-0.03922238200902939, 0.0430619977414608, 0.011974125169217587, -0.006821480114012957]",0,{},1.0,True
"[-0.038361143320798874, -0.15222962200641632, 0.011837695725262165, 0.2896152436733246]",1,{},1.0,True
"[-0.04140573367476463, 0.04272155091166496, 0.01763000153005123, 0.0006891855737194419]",0,{},1.0,True
"[-0.04055130481719971, -0.15264874696731567, 0.01764378510415554, 0.29888203740119934]",1,{},1.0,True
"[-0.043604280799627304, 0.04221732169389725, 0.02362142503261566, 0.011815439909696579]",1,{},1.0,True
"[-0.042759932577610016, 0.23699268698692322, 0.023857733234763145, -0.27332204580307007]",0,{},1.0,True
"[-0.03802007809281349, 0.04153858497738838, 0.018391292542219162, 0.02678917534649372]",0,{},1.0,True
"[-0.0371893085539341, -0.15384221076965332, 0.01892707683146, 0.3252175450325012]",1,{},1.0,True
"[-0.04026615247130394, 0.0410052053630352, 0.025431428104639053, 0.03856299817562103]",0,{},1.0,True
"[-0.03944604843854904, -0.15447202324867249, 0.026202687993645668, 0.3391600549221039]",1,{},1.0,True
"[-0.042535487562417984, 0.0402674674987793, 0.03298588842153549, 0.05485380068421364]",1,{},1.0,True
"[-0.041730139404535294, 0.2349013090133667, 0.034082964062690735, -0.22724203765392303]",1,{},1.0,True
"[-0.0370321124792099, 0.42952001094818115, 0.029538124799728394, -0.5089821219444275]",0,{},1.0,True
"[-0.028441712260246277, 0.23399463295936584, 0.019358482211828232, -0.2071390300989151]",0,{},1.0,True
"[-0.023761820048093796, 0.03860129043459892, 0.015215701423585415, 0.09158710390329361]",1,{},1.0,True
"[-0.022989792749285698, 0.2335018813610077, 0.017047442495822906, -0.19625669717788696]",1,{},1.0,True
"[-0.018319755792617798, 0.42837589979171753, 0.013122308999300003, -0.4835135340690613]",0,{},1.0,True
"[-0.009752238169312477, 0.2330712229013443, 0.0034520383924245834, -0.18672390282154083]",0,{},1.0,True
"[-0.005090813618153334, 0.03790005296468735, -0.0002824398397933692, 0.10704600065946579]",1,{},1.0,True
"[-0.004332812502980232, 0.23302605748176575, 0.0018584801582619548, -0.18572601675987244]",0,{},1.0,True
"[0.000327708461554721, 0.037877559661865234, -0.001856040209531784, 0.10754260420799255]",1,{},1.0,True
"[0.0010852596024051309, 0.23302605748176575, 0.0002948118490166962, -0.18572531640529633]",0,{},1.0,True
"[0.0057457806542515755, 0.037899889051914215, -0.0034196944907307625, 0.10705059766769409]",1,{},1.0,True
"[0.006503778509795666, 0.23307068645954132, -0.0012786824954673648, -0.18670925498008728]",0,{},1.0,True
"[0.011165192350745201, 0.03796704486012459, -0.005012867506593466, 0.10557001829147339]",1,{},1.0,True
"[0.011924533173441887, 0.23316048085689545, -0.0029014672618359327, -0.18869023025035858]",0,{},1.0,True
"[0.016587741672992706, 0.03808015212416649, -0.006675271783024073, 0.10307599604129791]",0,{},1.0,True
"[0.017349345609545708, -0.15694549679756165, -0.004613752011209726, 0.39364543557167053]",1,{},1.0,True
"[0.014210435561835766, 0.03824161738157272, 0.0032591568306088448, 0.09951144456863403]",0,{},1.0,True
"[0.014975268393754959, -0.15692690014839172, 0.005249385721981525, 0.39322084188461304]",1,{},1.0,True
"[0.011836729943752289, 0.038120172917842865, 0.013113802298903465, 0.10219758749008179]",1,{},1.0,True
"[0.012599133886396885, 0.23305176198482513, 0.01515775453299284, -0.1863192915916443]",1,{},1.0,True
"[0.017260169610381126, 0.4279536008834839, 0.011431368999183178, -0.47418224811553955]",0,{},1.0,True
"[0.025819240137934685, 0.2326720952987671, 0.0019477233290672302, -0.17791838943958282]",0,{},1.0,True
"[0.030472682788968086, 0.037522319704294205, -0.0016106445109471679, 0.11537833511829376]",0,{},1.0,True
"[0.031223129481077194, -0.1575765162706375, 0.0006969223031774163, 0.40755268931388855]",0,{},1.0,True
"[0.028071599081158638, -0.3527083396911621, 0.008847976103425026, 0.7004552483558655]",1,{},1.0,True
"[0.02101743221282959, -0.15771016478538513, 0.02285708114504814, 0.4105706810951233]",1,{},1.0,True
"[0.017863228917121887, 0.03708041459321976, 0.03106849454343319, 0.12518054246902466]",1,{},1.0,True
"[0.018604837357997894, 0.23174381256103516, 0.033572107553482056, -0.15754097700119019]",1,{},1.0,True
"[0.02323971316218376, 0.42636942863464355, 0.030421286821365356, -0.4394465386867523]",1,{},1.0,True
"[0.0317671000957489, 0.6210479140281677, 0.021632356569170952, -0.7223866581916809]",0,{},1.0,True
"[0.044188059866428375, 0.4256335198879242, 0.007184622343629599, -0.42297425866127014]",0,{},1.0,True
"[0.05270073190331459, 0.23041053116321564, -0.0012748626759275794, -0.1280350536108017]",1,{},1.0,True
"[0.05730894207954407, 0.4255507290363312, -0.0038355637807399035, -0.42111989855766296]",0,{},1.0,True
"[0.06581995636224747, 0.23048332333564758, -0.012257961556315422, -0.1296486258506775]",0,{},1.0,True
"[0.07042962312698364, 0.035539086908102036, -0.014850934036076069, 0.15914200246334076]",1,{},1.0,True
"[0.07114040106534958, 0.23087047040462494, -0.01166809443384409, -0.13818877935409546]",0,{},1.0,True
