scores,steps,milliseconds,stepsPerSecond
-539.4260900861552,238,182.57784843444824,1303.5535364272312
-123.25158758471272,155,112.48183250427246,1378.0003094643089
-158.81102524447246,180,249.30119514465332,722.0181992932592
-358.7546524707115,119,289.91079330444336,410.47109230953953
-190.02394395704334,190,441.76721572875977,430.0907655326282
-504.7113804456693,134,329.5152187347412,406.6580005455518
-580.9271909585523,76,179.05402183532715,424.4529065641199
-500.5205521902442,147,325.02269744873047,452.2761061115985
-138.54636492302282,179,414.2882823944092,432.0662871888544
-221.03469615344443,233,519.0479755401611,448.8987742559295
-410.08264718924914,131,289.86120223999023,451.9404424864653
-625.203092755425,69,148.54884147644043,464.4936932136443
-502.04148336322896,75,176.60760879516602,424.6702648411196
-515.590042589073,188,400.0060558319092,469.9928845052323
-476.13652152450203,77,170.1343059539795,452.58361956011464
-548.972203725935,79,187.67285346984863,420.9452701303552
-440.7824843009797,74,159.06000137329102,465.23324129950566
-164.05925736194592,202,429.0189743041992,470.84164593794947
-433.19982395183854,72,163.16533088684082,441.2702110715773
-633.019017992994,218,473.57988357543945,460.32360655638666
-377.72182807175017,264,542.0620441436768,487.02911936410226
-178.93961604240053,183,392.92216300964355,465.74109894510735
-542.1880799545536,68,144.52528953552246,470.50589013548716
-577.290421530604,69,141.53265953063965,487.5199846369209
-569.4847491282299,65,125.47016143798828,518.0514574544902
-540.2889019514357,209,446.0265636444092,468.5819568509454
-215.49420158894875,311,692.3739910125732,449.17920666715565
-472.2753371229657,168,382.6000690460205,439.10080941410484
-485.55345697133754,175,418.15996170043945,418.50013398787837
-560.8803173888989,226,523.888111114502,431.38982390574813
-426.0992534739289,142,325.09374618530273,436.7970828914694
-438.0268161570364,104,232.9428195953369,446.461497206338
-468.9041551594456,97,245.9883689880371,394.32758710928033
-197.91314822509753,239,532.4022769927979,448.90867362543815
-413.7272005681488,86,205.24311065673828,419.0152825340477
-449.0626146710879,104,217.80920028686523,477.4821259296071
-528.976117849076,263,564.8324489593506,465.6248069397432
-577.9274402302242,111,258.85915756225586,428.8046096005099
-344.97930349929914,197,402.47488021850586,489.4715414115972
-275.1581085349274,111,212.1741771697998,523.1550864512997
-170.75628023973434,167,363.35039138793945,459.61144932880666
-487.2928006892315,141,322.29113578796387,437.4926404825612
-506.2542784757297,137,274.83439445495605,498.48200503322954
-178.4422689268593,257,566.4827823638916,453.6766306074787
-195.57802751143913,295,629.3232440948486,468.7575149465463
-497.86452157087393,73,144.05035972595215,506.7672176513718
-418.47594155085005,144,309.11898612976074,465.8400372067481
-160.67789158252106,195,435.1637363433838,448.1071921078627
-581.0723390173187,200,426.1791706085205,469.28619180151327
-530.4300771306905,74,162.57762908935547,455.16717407244465
-209.042631842864,230,522.890567779541,439.86259108994227
-432.5948319515388,79,172.67513275146484,457.5065253530539
-490.062327364809,71,133.43358039855957,532.0999390702586
-180.55849549429536,198,412.8437042236328,479.6003862341706
-226.11451543063018,233,497.92027473449707,467.9463999015528
-514.7701617422297,69,151.51643753051758,455.39613473358236
-483.3769785307255,82,177.65498161315918,461.5688187036244
-549.999046404141,184,384.92846488952637,478.0108949666988
-493.30927610063486,262,563.5895729064941,464.87730184367473
-573.2319306421045,199,420.72415351867676,472.9939993596446
-568.0119898070399,66,147.0804214477539,448.7340962878911
-180.93088604303472,190,433.2132339477539,438.58309283071037
-232.39290756102932,252,528.9833545684814,476.38550026884906
-561.3582462860777,90,196.61903381347656,457.73798321773296
-479.16037623039335,172,334.1655731201172,514.7149013407611
-323.87484142243375,149,341.28713607788086,436.5825261166556
-544.2345913900742,83,206.64191246032715,401.6610135464897
-182.02545902792968,185,401.7150402069092,460.52545083876635
-515.2597306246054,69,167.54889488220215,411.8200842119044
-539.8239944270957,121,275.6621837615967,438.9430510521004
-573.2876280215821,94,202.5907039642334,463.98970022136524
-119.64714999943627,167,366.1761283874512,456.06468323160925
-521.7742058782678,170,384.4447135925293,442.196222212024
-468.12835724392596,91,210.62660217285156,432.04419129033136
-573.7267026003235,71,150.59399604797363,471.46633905233546
-507.1948286780151,231,513.7178897857666,449.6631411772186
-194.56944473417207,234,510.78152656555176,458.1215017179548
-409.66739012626095,96,220.08252143859863,436.2000188496717
-537.8679170116482,180,373.1851577758789,482.3342950528094
-490.8654173797634,72,91.5384292602539,786.5548992030004
-227.63681466410185,213,412.71209716796875,516.0982715592938
-169.19634289933572,217,450.35338401794434,481.843831313042
-167.78331869580606,206,446.2573528289795,461.6170438292946
-512.033983693326,132,300.6291389465332,439.07919392829103
-417.7320555725502,76,155.5461883544922,488.600851001214
-561.612842930042,185,421.70023918151855,438.70024916056013
-196.2587981820482,200,446.70772552490234,447.72003834272334
-446.65894872193377,76,170.09234428405762,446.81611227062916
-488.19095062609296,78,175.5533218383789,444.30945073092823
-469.8253644193108,205,501.7383098602295,408.57952436820574
-385.526169335373,139,325.8512020111084,426.5750721252869
-478.5186093319146,347,794.8784828186035,436.544714066927
-435.20417593292206,225,510.6961727142334,440.57506600093836
-463.18487356583404,124,282.62996673583984,438.7362084498868
-217.88959661876703,211,472.70655632019043,446.36571500624154
-584.8055311281269,70,162.28532791137695,431.3390551130203
-248.689944059304,266,586.2739086151123,453.7128398368287
-628.4309030413324,91,196.7942714691162,462.4118340471157
-196.65052953369627,238,592.437744140625,401.72997475918197
-230.70840425133014,281,626.2779235839844,448.68258870108116
