scores,steps,milliseconds,stepsPerSecond
243.249114,375,334.69653129577637,1120.4179456183454
271.320036,371,330.1668167114258,1123.6744010051848
234.534399,349,344.23112869262695,1013.853689889944
253.65425,407,364.22228813171387,1117.4494622163716
226.233514,366,314.17346000671387,1164.961547013483
208.758658,369,328.73082160949707,1122.498943644351
224.09319,358,348.68764877319336,1026.7068571530158
22.757471,378,337.705135345459,1119.3196680687754
236.805491,356,319.6866512298584,1113.5904443630707
269.762324,409,422.2412109375,968.6406475860075
231.791195,377,343.17898750305176,1098.5521075839397
179.431215,810,720.9377288818359,1123.5367044200868
190.319708,477,411.7293357849121,1158.5280876104134
212.387944,366,338.7026786804199,1080.5937568191962
275.78816,405,330.1711082458496,1226.6367040765779
271.971165,386,369.2283630371094,1045.4234794557344
240.121977,408,367.22803115844727,1111.0262980550112
222.141872,400,367.1731948852539,1089.404143799236
8.674194,288,297.17445373535156,969.1277173389814
237.598413,382,339.75672721862793,1124.3338818547932
280.524704,347,300.16517639160156,1156.0301703595915
256.433392,353,292.68479347229004,1206.0756413483446
217.920917,370,344.1636562347412,1075.0699363434144
237.68721,353,319.17715072631836,1105.9688928130176
215.510784,369,329.81204986572266,1118.8190369340116
208.94531,444,399.7817039489746,1110.6061023159507
245.857604,385,332.15832710266113,1159.085799107505
219.475076,366,352.280855178833,1038.9437706292683
206.757512,364,326.2155055999756,1115.826788584225
171.737887,557,485.8434200286865,1146.4599025898344
222.124103,764,698.6777782440186,1093.494059479257
220.667556,353,339.1592502593994,1040.8089996956141
260.420393,370,331.1889171600342,1117.187142531137
238.079876,331,273.14209938049316,1211.8234455645354
250.278949,361,329.1747570037842,1096.6819062491172
207.412581,379,322.9844570159912,1173.4310793204374
228.766853,386,318.6924457550049,1211.1990890952522
255.031113,399,363.13772201538086,1098.7566859911628
242.824642,353,312.694787979126,1128.896334605886
221.486801,351,304.6910762786865,1151.9864785240934
233.062468,364,316.6794776916504,1149.4271831357048
267.607764,408,362.7800941467285,1124.6482554662496
259.58044,389,355.6981086730957,1093.6240326133147
248.214349,433,399.25122261047363,1084.530179191093
264.436228,395,331.77924156188965,1190.5506750226182
259.159086,393,344.76208686828613,1139.916524957522
213.062424,379,329.1642665863037,1151.400800367952
211.605379,380,336.1821174621582,1130.3397184497003
260.547738,393,363.82126808166504,1080.2007317279356
15.204258,340,283.1716537475586,1200.6851515692408
176.058007,649,620.8004951477051,1045.4244239054376
259.14293,380,310.2297782897949,1224.8985319682324
-18.149359,254,222.6417064666748,1140.8464480037524
263.488592,430,400.8302688598633,1072.773274391448
240.007556,357,314.2428398132324,1136.0640713792554
255.406292,376,341.72701835632324,1100.2934500424542
130.662116,738,682.8811168670654,1080.7151959125915
8.055626,302,308.1657886505127,979.9919754963286
131.741405,668,606.9180965423584,1100.6427453813424
185.236048,458,430.253267288208,1064.4893015843286
232.832788,396,377.9034614562988,1047.8866705109392
248.554698,358,325.76656341552734,1098.9464242324887
239.74836,379,346.68564796447754,1093.2093734634018
238.60854,351,330.6879997253418,1061.4234574327725
234.016281,371,331.70366287231445,1118.4682037798666
258.195696,372,305.0692081451416,1219.3954357498283
203.342832,365,334.69629287719727,1090.540910573878
249.941788,384,333.1778049468994,1152.5377570129572
247.994683,349,336.7643356323242,1036.3330171073535
217.359373,367,337.2607231140137,1088.1788920197882
241.441772,389,355.91769218444824,1092.9493209862899
234.991729,381,364.15743827819824,1046.2507694513572
259.156925,407,351.22060775756836,1158.8158297389361
227.018323,384,333.1739902496338,1152.5509530689485
19.887597,322,302.2472858428955,1065.3528255912006
214.236359,411,404.2336940765381,1016.7385995344089
229.964684,377,299.16977882385254,1260.1540218471496
254.077372,349,308.1672191619873,1132.502025845095
214.487961,359,330.23786544799805,1087.095204885071
208.086621,371,323.1675624847412,1148.0112581457406
256.620382,397,355.1783561706543,1117.7482892827272
228.509179,338,291.6755676269531,1158.8217784229869
252.779065,329,313.7030601501465,1048.7624820826804
258.545936,363,338.2532596588135,1073.1603898396954
218.3709,366,350.5728244781494,1044.005622925322
224.248875,378,327.70442962646484,1153.4784574955693
246.699684,350,321.164608001709,1089.7838406843932
220.491531,454,412.2958183288574,1101.1511148480247
258.006874,372,315.7203197479248,1178.2580237376221
228.268681,427,394.26112174987793,1083.038566178716
-18.960594,347,279.16598320007324,1242.9881177582847
241.255178,447,367.21324920654297,1217.2763400172964
220.34781,374,341.1831855773926,1096.1853215804604
193.783629,461,411.08179092407227,1121.431331131735
275.922305,354,331.1617374420166,1068.964073973015
220.048879,372,334.61785316467285,1111.7159364982554
256.5231,372,322.1738338470459,1154.6561542816335
223.479368,369,328.460693359375,1123.422094211651
238.475023,408,316.18189811706543,1290.39645352796
252.576011,407,323.7605094909668,1257.1020494127176
