scores,milliseconds,steps,stepsPerSecond
-114.73347410559654,73.80485534667969,123,1666.557022871172
207.52370721913883,238.86704444885254,427,1787.605322388587
-225.31207514181733,54.19325828552246,82,1513.1033378354002
-336.0090241986327,40.12417793273926,81,2018.732947894446
31.567491203546524,95.86977958679199,139,1449.8833792995397
-375.0790712466696,52.18625068664551,80,1532.9708294309798
-837.6112833023071,107.40303993225098,194,1806.2803447870165
-63.091574562189635,77.73184776306152,124,1595.227742147219
-337.0047447308898,84.34009552001953,153,1814.0837884595815
18.412941045768093,620.4500198364258,1000,1611.7333677636725
25.1430113412207,629.8182010650635,1000,1587.7597667214684
-124.52684843540192,465.23237228393555,765,1644.339572167849
-85.31070747412741,279.56461906433105,470,1681.1855576468622
-853.9367518238723,218.81365776062012,382,1745.7776809247623
-236.82017544249538,460.96158027648926,770,1670.4212085053737
-101.6596509590745,51.72276496887207,74,1430.7046431979202
-276.33485448604915,106.40907287597656,162,1522.426571546362
-392.5649003852159,92.33903884887695,179,1938.508373397229
-84.9006670396775,292.1862602233887,538,1841.2912352164553
-415.8957761581987,127.47383117675781,198,1553.2599763589844
-79.80243051983416,46.68259620666504,76,1628.0157098278355
-7.431626355028129,587.1813297271729,1000,1703.0514244460712
182.8167649324432,363.37757110595703,551,1516.329140301657
-484.4487238894217,120.68557739257812,183,1516.336947245314
-9.219310447573662,67.30389595031738,103,1530.3720318959379
-79.0792879902292,388.8711929321289,626,1609.7875373073932
-1190.455158829689,102.85592079162598,185,1798.6324810099002
-467.05237859638873,123.4428882598877,188,1522.971494349666
174.35403018584475,411.0090732574463,673,1637.4334383086693
-199.88205223158002,95.31760215759277,156,1636.6337011088294
-148.22320573031902,367.80858039855957,651,1769.942395836912
40.89975707093254,609.4455718994141,1000,1640.8356153665598
42.58228064328432,603.717565536499,1000,1656.4036845794624
-386.9043799878564,67.1844482421875,104,1547.9772882125824
-186.98094702512026,313.79199028015137,563,1794.1821889633238
182.42831602786475,298.8901138305664,460,1539.0271498265845
133.2917743945727,408.9386463165283,680,1662.8411281864119
-223.09667206835002,92.25082397460938,154,1669.3617830707522
-393.21969683188945,206.16602897644043,294,1426.035130324971
-226.25445330399089,46.671390533447266,73,1564.1273843701788
-110.4352817684412,51.206350326538086,72,1406.0756047025957
-371.7762690698728,255.1577091217041,444,1740.1002757405329
-376.79097209498286,52.2150993347168,87,1666.184707268294
14.588308753591264,604.2165756225586,1000,1655.035694725262
-359.7639123881236,85.27517318725586,155,1817.6450918444375
-377.35486705601215,117.92397499084473,179,1517.9271222319044
-952.706988543272,118.91651153564453,199,1673.442967929234
14.295153661631048,676.9516468048096,1000,1477.2103808595023
177.97302714642137,308.7625503540039,534,1729.4843541995485
-196.07848423998803,56.67686462402344,76,1340.9351505973414
-190.4038144107908,57.71040916442871,77,1334.248034537605
-226.09123292192817,132.44867324829102,234,1766.7221140172448
-210.91169934161007,51.137447357177734,88,1720.8524192721204
-489.4855184638873,126.13797187805176,193,1530.0705816531554
-155.3427800834179,37.65249252319336,77,2045.0173372338943
-468.745231192559,162.0347499847412,321,1981.056532813045
-211.77650591544807,119.9193000793457,239,1993.0069625311644
-13.4845670967552,588.6383056640625,1000,1698.8360940456748
-175.9366177630145,338.75298500061035,512,1511.4257959943216
-88.02892573550344,349.72119331359863,565,1615.5726641746833
-232.2788594001904,176.5434741973877,263,1489.7180493114574
4.831148057244718,646.8024253845215,1000,1546.0671771685209
-68.2358905095607,46.65994644165039,74,1585.9426691056995
-189.46818307973444,210.87145805358887,522,2475.441697127849
37.46587750071194,636.8420124053955,1000,1570.248162841726
-306.194833538495,91.31121635437012,167,1828.9100361108863
62.466939640726196,608.0045700073242,1000,1644.7244796004636
-112.9475716385059,259.4408988952637,443,1707.5179814992823
-95.36409026326146,41.85843467712402,75,1791.753575558049
59.060059782350436,650.1054763793945,1000,1538.2119307304692
-568.2253925967962,119.93122100830078,183,1525.8745676185024
-193.88818856980652,382.3966979980469,694,1814.869227776503
-366.26442339643836,95.58296203613281,162,1694.862730229681
-418.47618091106415,86.26008033752441,153,1773.705744318009
-359.0211075404659,108.67881774902344,182,1674.6593657312344
-367.2216151813045,105.40127754211426,170,1612.8836762161122
37.24333941191435,61.23805046081543,92,1502.3339134361945
-237.10664673149586,59.258222579956055,77,1299.3977316161531
38.29616296500899,567.4881935119629,1000,1762.151197915485
-773.601553723216,93.33086013793945,177,1896.4788253145932
-167.32735182344913,44.22330856323242,75,1695.9382379263125
-328.9598269062117,56.72764778137207,98,1727.5526807966949
-271.83420587610453,346.2557792663574,608,1755.927370478041
-562.9847421348095,119.4162368774414,179,1498.958639801305
98.16042103769377,504.2705535888672,760,1507.127462809636
-909.5948094725609,101.65882110595703,168,1652.586545587587
40.70156809454784,634.9203586578369,1000,1575.0006853047014
-472.4625701904297,99.85756874084473,189,1892.6957904463115
-51.208535172161646,285.1717472076416,464,1627.0896557720653
-315.55648757284507,101.51124000549316,164,1615.5846386185935
-391.84651324898005,99.36046600341797,155,1559.9765805714724
147.45928273058962,401.90815925598145,664,1652.1187358554923
-350.47063727804925,199.75757598876953,331,1657.0084932278562
-290.2927605956793,315.9167766571045,530,1677.6570260314509
-268.6947953775525,228.8045883178711,373,1630.2120632380095
-284.435445856303,100.84223747253418,150,1487.4719538115628
-359.9350534006953,48.18272590637207,76,1577.3287743761537
-731.5808579921722,93.3079719543457,153,1639.7312769251996
-332.166242364794,99.85518455505371,87,871.261721538693
-200.21885368600488,163.55586051940918,229,1400.1332588924538
