scores,milliseconds,steps,stepsPerSecond
12.563171935558785,200.09303092956543,325,1624.2444751331843
235.4678158499807,201.2333869934082,332,1649.8256326166954
198.22442613659564,393.3267593383789,636,1616.9761779489031
235.22983265976396,268.1865692138672,381,1420.6527982248394
25.951812595129013,88.63711357116699,158,1782.549020768161
10.075593346729875,191.8041706085205,312,1626.65910240713
246.71626155005325,167.5856113433838,373,2225.7280742063294
234.0476882699814,186.3241195678711,363,1948.2179808061421
0.949534185230732,197.37863540649414,304,1540.1869577926861
-60.99100446328521,129.07004356384277,185,1433.330266976258
9.825643844902515,162.60194778442383,260,1598.9968357864054
-2.3093489967286587,177.60109901428223,268,1508.9996711025315
60.22354077594355,144.6249485015869,194,1341.4006505099728
8.610200212104246,179.03733253479004,273,1524.8216454909
234.2101811452116,249.6204376220703,386,1546.347741703789
-108.4889513887465,113.62624168395996,154,1355.320722728255
17.347682001069188,164.62469100952148,272,1652.243040409219
41.84550447715446,126.62887573242188,238,1879.5081186925743
19.153959583491087,190.63401222229004,256,1342.887331676624
15.377999839372933,133.19969177246094,173,1298.8018042528818
31.930579038336873,204.18405532836914,286,1400.6970306278536
-19.792421903461218,184.10110473632812,267,1450.2900478647355
-10.698816122487187,179.11744117736816,295,1646.9641262230907
46.82730927225202,206.15792274475098,278,1348.480797142094
185.87613472938835,429.25214767456055,580,1351.1871825035798
271.7429717496386,150.0561237335205,252,1679.3716492871567
8.001643411815166,151.10397338867188,257,1700.8156320214082
226.65941819171792,252.61712074279785,416,1646.7609114409568
-11.313728217035532,195.1436996459961,289,1480.9599311905308
-29.9338839892298,176.60975456237793,281,1591.078594137063
252.0639851692543,225.62122344970703,370,1639.9166458844961
21.399968147277832,173.7375259399414,266,1531.045170356302
44.759446024894714,165.11011123657227,282,1707.9511235744135
26.29201382305473,199.6464729309082,271,1357.3993871346036
-125.0562282372266,78.06134223937988,112,1434.769077587023
249.94415769133218,220.92556953430176,376,1701.930658332515
291.4996464851597,135.61367988586426,234,1725.4896423203031
-4.828549949452281,205.62505722045898,286,1390.8810719180385
15.804146409791429,160.1722240447998,269,1679.4422478941249
258.9942516138495,258.63027572631836,337,1303.018368803087
22.876691485755146,190.6576156616211,306,1604.9712933738165
16.11766984499991,191.62797927856445,272,1419.4169401776182
8.16695712506771,223.62732887268066,305,1363.8762379246045
220.5664773291977,250.17714500427246,394,1574.884068619743
-12.825563840568066,176.77068710327148,283,1600.9441646547887
265.18982213838683,270.1530456542969,411,1521.359861054237
36.853998171165586,128.64136695861816,210,1632.4453398225594
261.8331067938543,280.69472312927246,401,1428.5982847469547
10.151048930361867,151.6566276550293,281,1852.8698965876113
228.02649689517756,215.38400650024414,385,1787.5050532109199
-53.21036536525935,139.07265663146973,205,1474.0496440161628
262.0774293296911,230.64112663269043,335,1452.472960442598
44.74948070663959,211.22479438781738,312,1477.099319254894
263.02102970238604,220.6261157989502,355,1609.057018088922
8.423319581896067,173.15292358398438,296,1709.4715692538168
223.09915823827185,224.62892532348633,362,1611.5466851772837
-6.131974961608648,202.18491554260254,304,1503.5740880280653
-78.27660261304845,166.29576683044434,230,1383.0779002000015
8.558454304933548,206.24303817749023,297,1440.0486078196998
259.7890435093242,232.62906074523926,375,1612.0083999766325
26.99903552606702,168.61844062805176,269,1595.317801529049
14.209230426466092,181.62202835083008,289,1591.216674674249
235.61486055549625,232.6209545135498,389,1672.2483183574993
65.62063069269061,108.08491706848145,179,1656.1052629257006
287.9230148847953,199.6939182281494,327,1637.5060537717727
205.05080847861245,369.72641944885254,536,1449.7205820428246
243.39789375832186,226.17816925048828,363,1604.9294288786289
12.269183559110388,172.9714870452881,273,1578.294808372215
4.50449708593078,199.6324062347412,313,1567.8817177204864
-102.61478889547288,96.86064720153809,152,1569.2647570662355
245.2183032890589,232.09381103515625,385,1658.8120048650603
24.291794396936893,199.62120056152344,281,1407.666115670893
-23.525738798081875,175.21119117736816,284,1620.9010285907123
-59.15308356098831,159.0864658355713,237,1489.7558931566098
299.983262279785,169.45719718933105,245,1445.7928259386147
238.4126637339716,225.62694549560547,379,1679.763909259596
-37.492870938032866,182.09218978881836,287,1576.1247109656301
82.44661862403154,115.84925651550293,192,1657.3261303088864
32.54328128695488,191.62845611572266,289,1508.1267461940806
23.31549284560606,180.61113357543945,291,1611.1963545063086
307.79511046375524,153.69510650634766,235,1529.0011851502534
14.703101310878992,170.0732707977295,273,1605.1905082997005
24.6312283501029,178.61676216125488,258,1444.433304457048
3.4952755365520716,185.6997013092041,293,1577.8162158275784
15.467152073979378,161.62109375,268,1658.1993957703928
7.4592659417539835,199.62096214294434,299,1497.8386878322551
6.9432047688169405,155.0915241241455,261,1682.8772653693077
10.213394889608026,175.21119117736816,319,1820.6599581705536
268.2552895460886,285.7065200805664,426,1491.0405260610512
31.24875779915601,175.35018920898438,294,1676.6448974264147
262.44678061513,239.17198181152344,374,1563.7283145260976
238.9853316882495,264.1785144805908,428,1620.116612592449
14.988682467956096,168.08676719665527,304,1808.589724641032
37.820705853402615,175.61960220336914,296,1685.4610549523352
13.388867303729057,149.1563320159912,260,1743.1375288319985
258.994440974312,223.82593154907227,359,1603.9249675647693
216.15427383392625,217.3304557800293,363,1670.2675135757775
44.074812304228544,181.6394329071045,293,1613.0858553706696
2.3783326856791973,174.61681365966797,290,1660.7793597998898
16.14763794094324,166.45455360412598,279,1676.133178450243
