,curr_heading,track_error_deg,curr_alt_ft,altitude_error_ft,new_episode,action,altitude_out_of_bounds,altitude_reward,heading_reward,reward,heading_target,altitude_target,remaining fuel pounds,on_target
0,269.86431136707955,0.13568863292044853,3000.170881435275,0.17088143527507782,1,7,0,0.4995901420557609,0.4972879312462139,0.9968780733019749,270,3000,199.99514615277144,
1,269.5047903612596,0.49520963874039126,3003.3472902812064,3.3472902812063694,0,3,0,0.4919715473408881,0.49010202580057716,0.9820735731414653,270,3000,199.9905403585773,
2,269.79965165296267,0.20034834703733395,3008.106890220195,8.106890220195055,0,3,0,0.48055567970579616,0.49599554892567,0.9765512286314662,270,3000,199.98616980593894,
3,270.29772010376314,-0.2977201037631403,3011.230810083449,11.230810083448887,0,3,0,0.4730629794539512,0.49404933653312455,0.9671123159870758,270,3000,199.98200047893323,
4,270.7249425114871,-0.724942511487086,3012.3268274106085,12.32682741060853,0,3,0,0.4704341894520586,0.4855102532070754,0.955944442659134,270,3000,199.97799832715936,
5,271.06395219765255,-1.0639521976525543,3011.6723323240876,11.67233232408762,0,3,0,0.47200399140417987,0.4787343165844458,0.9507383079886257,270,3000,199.9741392216914,
6,271.26993307448015,-1.26993307448015,3009.4431052692235,9.443105269223452,0,3,0,0.4773507771242216,0.4746172856445798,0.9519680627688014,270,3000,199.97040233766,
7,270.84335017284565,-0.8433501728456463,3005.674682930112,5.674682930111885,0,6,0,0.4863893121204134,0.4831435868794125,0.969532898999826,270,3000,199.96676685496337,
8,270.1085846218928,-0.10858462189281681,3003.948867443949,3.948867443948984,0,1,0,0.49052866866406736,0.4978296711092237,0.9883583397732911,270,3000,199.96321437762847,
9,270.08710367064026,-0.08710367064026059,3005.502672251314,5.502672251313925,0,3,0,0.48680187854745577,0.4982590203880819,0.9850608989355376,270,3000,199.9597320753701,
10,270.9026113262107,-0.9026113262107174,3007.005687635392,7.005687635391951,0,3,0,0.48319690651239294,0.4819591079816925,0.9651560144940854,270,3000,199.95630629836373,
11,270.79893094904435,-0.7989309490443475,3006.604509152472,6.604509152472019,0,5,0,0.48415913033745533,0.4840314135627985,0.9681905439002538,270,3000,199.95292568754,
12,270.15610281719404,-0.1561028171940393,3005.8671152107418,5.867115210741758,0,4,0,0.485927764622189,0.49687990391105086,0.9828076685332399,270,3000,199.94957951518273,
13,269.0570905257846,0.942909474215412,3005.0515654459596,5.051565445959568,0,3,0,0.4878838551096098,0.4811536510639929,0.9690375061736027,270,3000,199.94626100953536,
14,268.7005036932575,1.299496306742526,3002.847763646394,2.8477636463940144,0,1,0,0.4931696585301308,0.47402639223844806,0.9671960507685788,270,3000,199.94296434115793,
15,268.57964324551006,1.4203567544899443,3000.5208762288094,0.5208762288093567,0,6,0,0.4987506819567661,0.4716107009837758,0.9703613829405419,270,3000,199.93968341625495,
16,268.48514940251596,1.5148505974840418,3001.5184414573014,1.5184414573013783,0,3,0,0.49635802863467726,0.46972201072657704,0.9660800393612543,270,3000,199.93641705543214,
17,268.95402848773523,1.0459715122647708,3004.1988790668547,4.198879066854715,0,3,0,0.48992901751041756,0.4790937045004583,0.9690227220108758,270,3000,199.93316397349292,
18,269.83360293570587,0.16639706429413081,3005.3499483317137,5.3499483317136765,0,3,0,0.4871681858155493,0.49667414823864847,0.9838423340541977,270,3000,199.92992134405958,
19,270.68785289932816,-0.6878528993281634,3004.551910571754,4.551910571753979,0,3,0,0.48908227388015285,0.4862515796989212,0.9753338535790741,270,3000,199.92668678685078,
20,271.1288843739764,-1.1288843739764047,3002.186414759606,2.186414759606123,0,6,0,0.4947558992749339,0.477436488441196,0.9721923877161299,270,3000,199.92345747674233,
21,271.10312944262927,-1.1031294426292675,3001.717595882714,1.7175958827137947,0,1,0,0.4958803581185425,0.47795126365161045,0.9738316217701529,270,3000,199.9202320287862,
22,271.0934913822486,-1.093491382248601,3004.33864492923,4.338644929230213,0,3,0,0.48959379005322873,0.4781439038296631,0.9677376938828919,270,3000,199.91701205986496,
23,271.5718112147347,-1.57181121473468,3006.960742533207,6.96074253320694,0,3,0,0.48330470703007633,0.4685835136622548,0.9518882206923311,270,3000,199.91379652485534,
24,271.7918181838247,-1.7918181838247165,3007.7690822556615,7.769082255661488,0,3,0,0.4813659097794636,0.464186137009237,0.9455520467887006,270,3000,199.9105848512832,
