,curr_heading,track_error_deg,curr_alt_ft,altitude_error_ft,new_episode,action,altitude_out_of_bounds,altitude_reward,heading_reward,on_target,reward,heading_target,altitude_target,remaining fuel pounds
0,269.86431136707955,0.13568863292044853,3000.170881435275,0.17088143527507782,1,7,0,0.4995901420557609,0.4972879312462139,1.0,0.9968780733019749,270,3000,199.99514615277144
1,269.3196929794414,0.6803070205585868,3003.3465309776366,3.3465309776365757,0,4,0,0.4919733685252647,0.48640240251723954,,0.9783757710425043,270,3000,199.9905403591586
2,268.28692691931144,1.7130730806885595,3008.093261040747,8.093261040747166,0,4,0,0.4805883691987252,0.46576005023345257,,0.9463484194321778,270,3000,199.986169827418
3,267.5616697901884,2.4383302098116246,3011.1982593908906,11.198259390890598,0,2,0,0.4731410520656074,0.4512640150386069,,0.9244050671042143,270,3000,199.98200058348067
4,267.9251156523952,2.0748843476047796,3012.2950771190226,12.295077119022608,0,4,0,0.47051034230750166,0.4585283683257533,,0.9290387106332549,270,3000,199.97799864515758
5,268.2118238874312,1.7881761125688058,3011.6624341271818,11.662434127181768,0,4,0,0.47202773216120825,0.46425893269918994,,0.9362866648603982,270,3000,199.97413995829083
6,268.1662678834112,1.8337321165888056,3009.4518065713346,9.4518065713346,0,2,0,0.47732990711110557,0.46334838468650247,,0.940678291797608,270,3000,199.97040360007313
7,269.8092148367516,0.19078516324839256,3005.702642545104,5.702642545104027,0,6,0,0.48632225117664307,0.49618669251214786,,0.9825089436887909,270,3000,199.96676868976732
8,270.5918798257179,-0.5918798257179105,3003.932654775679,3.9326547756791115,0,2,0,0.4905675546371224,0.48816983599306324,,0.9787373906301857,270,3000,199.9632167705423
9,270.7422103640598,-0.7422103640598152,3003.8522159568965,3.8522159568965435,0,4,0,0.4907604865893278,0.4851651129959943,,0.9759255995853221,270,3000,199.95973427212198
10,271.2870602122613,-1.2870602122612809,3002.3524541072547,2.3524541072547436,0,0,0,0.4943576550444795,0.4742749579623102,,0.9686326130067897,270,3000,199.9563073017767
11,271.24675173044693,-1.246751730446931,3000.3944975547493,0.3944975547492504,0,4,0,0.49905380033508834,0.4750806214264365,,0.9741344217615249,270,3000,199.9529232989791
