obs,acts,infos,rews,terminal
"[0.0025610923767089844, 1.42123544216156, 0.2593870162963867, 0.45845502614974976, -0.002960809739306569, -0.0587550587952137, 0.0, 0.0]",0,{},0.97566354,True
"[0.005122089292854071, 1.4309723377227783, 0.2590363323688507, 0.4327385127544403, -0.005864029284566641, -0.05806875228881836, 0.0, 0.0]",0,{},1.0588226,True
"[0.007683277130126953, 1.4401103258132935, 0.25904548168182373, 0.4061214029788971, -0.008765658363699913, -0.05803836137056351, 0.0, 0.0]",0,{},1.0802367,True
"[0.010244560427963734, 1.4486483335494995, 0.259054034948349, 0.37945038080215454, -0.011666943319141865, -0.05803080275654793, 0.0, 0.0]",1,{},2.0038245,True
"[0.012709617614746094, 1.4565867185592651, 0.24698790907859802, 0.35281020402908325, -0.012146545574069023, -0.00959254615008831, 0.0, 0.0]",0,{},1.3718548,True
"[0.015174674801528454, 1.4639248847961426, 0.24698865413665771, 0.3261418044567108, -0.012627128511667252, -0.009612356312572956, 0.0, 0.0]",0,{},1.3679885,True
"[0.017639731988310814, 1.4706631898880005, 0.2469896376132965, 0.29947343468666077, -0.013107088394463062, -0.009600231423974037, 0.0, 0.0]",0,{},1.3532063,True
"[0.02010479010641575, 1.4768015146255493, 0.24699124693870544, 0.2728050947189331, -0.013586974702775478, -0.009598667733371258, 0.0, 0.0]",0,{},1.325598,True
"[0.022569846361875534, 1.48233962059021, 0.24699263274669647, 0.24613671004772186, -0.014066789299249649, -0.009597267024219036, 0.0, 0.0]",0,{},1.2826446,True
"[0.02503490447998047, 1.4872777462005615, 0.2469940185546875, 0.21946831047534943, -0.01454652938991785, -0.009595751762390137, 0.0, 0.0]",1,{},2.1999722,True
"[0.02741975709795952, 1.4916088581085205, 0.2369271069765091, 0.19250871241092682, -0.013009760528802872, 0.030738484114408493, 0.0, 0.0]",0,{},1.383958,True
"[0.029804516583681107, 1.4953399896621704, 0.23692186176776886, 0.16584019362926483, -0.01147408690303564, 0.030716488137841225, 0.0, 0.0]",1,{},2.054671,True
"[0.032129861414432526, 1.4984629154205322, 0.22948074340820312, 0.1388252228498459, -0.008449182845652103, 0.06050342321395874, 0.0, 0.0]",0,{},1.3240943,True
"[0.034455202519893646, 1.5009862184524536, 0.22947120666503906, 0.11215618997812271, -0.0054253689013421535, 0.06048157066106796, 0.0, 0.0]",1,{},1.9929322,True
"[0.03672056272625923, 1.5029016733169556, 0.2219722718000412, 0.08513797074556351, -0.0009012490627355874, 0.09049040079116821, 0.0, 0.0]",0,{},0.41172013,True
"[0.03898591920733452, 1.5042171478271484, 0.2219584733247757, 0.058467965573072433, 0.0036215553991496563, 0.09046410769224167, 0.0, 0.0]",0,{},0.0020538445,True
"[0.041251085698604584, 1.5049329996109009, 0.22194495797157288, 0.031797755509614944, 0.008143969811499119, 0.09045655280351639, 0.0, 0.0]",0,{},-0.24815004,True
"[0.04351606220006943, 1.5050489902496338, 0.22193197906017303, 0.005127484444528818, 0.01266572717577219, 0.09044315665960312, 0.0, 0.0]",3,{},-1.3491728,True
"[0.04586219787597656, 1.5045592784881592, 0.2320997267961502, -0.021789496764540672, 0.01514818798750639, 0.049653615802526474, 0.0, 0.0]",0,{},-0.5444902,True
"[0.0482083335518837, 1.5034695863723755, 0.23209325969219208, -0.04845874756574631, 0.017631113529205322, 0.049663182348012924, 0.0, 0.0]",1,{},-0.026523931,True
"[0.05047130584716797, 1.5017774105072021, 0.22168245911598206, -0.07527212053537369, 0.022198250517249107, 0.0913509950041771, 0.0, 0.0]",0,{},-1.2225921,True
"[0.05273418501019478, 1.4994854927062988, 0.22166875004768372, -0.1019427478313446, 0.026763856410980225, 0.09132019430398941, 0.0, 0.0]",1,{},-0.6759023,True
"[0.05490083619952202, 1.4965789318084717, 0.20960263907909393, -0.1293194591999054, 0.03375012055039406, 0.13973775506019592, 0.0, 0.0]",0,{},-1.853894,True
"[0.057067204266786575, 1.4930729866027832, 0.20958206057548523, -0.1559927761554718, 0.04073435068130493, 0.13969719409942627, 0.0, 0.0]",0,{},-1.970155,True
"[0.05923337861895561, 1.488967776298523, 0.20956222712993622, -0.18266621232032776, 0.047718022018671036, 0.13968591392040253, 0.0, 0.0]",2,{},-0.71556115,True
"[0.06148195266723633, 1.4850540161132812, 0.21728286147117615, -0.17420217394828796, 0.05519884079694748, 0.1496165543794632, 0.0, 0.0]",0,{},-2.0482795,True
"[0.06373043358325958, 1.4805408716201782, 0.2172832190990448, -0.20087352395057678, 0.06267963349819183, 0.14961598813533783, 0.0, 0.0]",0,{},-2.1187882,True
"[0.06597890704870224, 1.4754287004470825, 0.21728363633155823, -0.2275448441505432, 0.0701603963971138, 0.14961546659469604, 0.0, 0.0]",1,{},-1.814239,True
"[0.0681515708565712, 1.4697089195251465, 0.20777909457683563, -0.25468629598617554, 0.07955244928598404, 0.18784096837043762, 0.0, 0.0]",2,{},0.39872167,True
"[0.07022218406200409, 1.4641169309616089, 0.1978793740272522, -0.2490496039390564, 0.0886526107788086, 0.1820032298564911, 0.0, 0.0]",3,{},-2.8972309,True
"[0.07238922268152237, 1.4579339027404785, 0.20997193455696106, -0.2752094566822052, 0.09532351791858673, 0.1334182322025299, 0.0, 0.0]",3,{},-2.568421,True
"[0.07464180141687393, 1.4511559009552002, 0.2206956446170807, -0.30154767632484436, 0.099844790995121, 0.09042542427778244, 0.0, 0.0]",3,{},-2.2344217,True
"[0.07697220146656036, 1.4437925815582275, 0.23048238456249237, -0.3274296522140503, 0.10238626599311829, 0.050829507410526276, 0.0, 0.0]",2,{},3.520039,True
"[0.07928285747766495, 1.4373695850372314, 0.22810161113739014, -0.28567269444465637, 0.1053224727511406, 0.05872447416186333, 0.0, 0.0]",2,{},2.9860768,True
"[0.08144140243530273, 1.43153715133667, 0.21321125328540802, -0.2594090700149536, 0.1079455241560936, 0.05246119573712349, 0.0, 0.0]",1,{},-1.4208183,True
"[0.08351431041955948, 1.4250879287719727, 0.20245404541492462, -0.28698694705963135, 0.11274746805429459, 0.09603870660066605, 0.0, 0.0]",2,{},1.6082313,True
"[0.08543805778026581, 1.418889045715332, 0.18793721497058868, -0.27585503458976746, 0.1171591728925705, 0.08823424577713013, 0.0, 0.0]",2,{},-0.7040366,True
"[0.08748569339513779, 1.412742257118225, 0.19951596856117249, -0.2736068665981293, 0.12237533181905746, 0.10432324558496475, 0.0, 0.0]",2,{},0.021977114,True
