obs,acts,infos,rews,terminal
"[0.005041026975959539, 1.4015460014343262, 0.5105890035629272, -0.41663551330566406, -0.005834532901644707, -0.11565591394901276, 0.0, 0.0]",2,{},-0.66117245,True
"[0.010219288058578968, 1.3922373056411743, 0.5229464769363403, -0.4137475788593292, -0.010902229696512222, -0.10136304795742035, 0.0, 0.0]",1,{},-0.30592537,True
"[0.01531972922384739, 1.3823254108428955, 0.5131855010986328, -0.44055235385894775, -0.014006962068378925, -0.0621003620326519, 0.0, 0.0]",2,{},0.51349616,True
"[0.02060546912252903, 1.3729362487792969, 0.5308720469474792, -0.41732245683670044, -0.016273530200123787, -0.04533524438738823, 0.0, 0.0]",1,{},-0.2370713,True
"[0.025831889361143112, 1.362943172454834, 0.5234233140945435, -0.44414418935775757, -0.017046118155121803, -0.01545330323278904, 0.0, 0.0]",2,{},0.92487824,True
"[0.031083296984434128, 1.353128433227539, 0.525844931602478, -0.43621450662612915, -0.01774151250720024, -0.013909166678786278, 0.0, 0.0]",2,{},1.9096107,True
"[0.036375902593135834, 1.3439147472381592, 0.5298321843147278, -0.4095083475112915, -0.018307408317923546, -0.011318803764879704, 0.0, 0.0]",1,{},0.30007765,True
"[0.04158182069659233, 1.3341108560562134, 0.5189510583877563, -0.43570831418037415, -0.016688480973243713, 0.03238154202699661, 0.0, 0.0]",2,{},3.1027076,True
"[0.04673290252685547, 1.3250141143798828, 0.513806164264679, -0.40428295731544495, -0.015399559400975704, 0.02578074298799038, 0.0, 0.0]",1,{},0.20238835,True
"[0.05181379243731499, 1.3153126239776611, 0.5050105452537537, -0.4311491549015045, -0.012348884716629982, 0.06101890653371811, 0.0, 0.0]",2,{},1.6167486,True
"[0.05704545974731445, 1.3062444925308228, 0.5194069147109985, -0.4030015170574188, -0.008632224053144455, 0.07433989644050598, 0.0, 0.0]",1,{},0.45965052,True
"[0.062206268310546875, 1.2965705394744873, 0.5105249881744385, -0.42992860078811646, -0.0031391640659421682, 0.1098712682723999, 0.0, 0.0]",2,{},0.9981417,True
"[0.06738157570362091, 1.2870397567749023, 0.5119113326072693, -0.4235903024673462, 0.0024148384109139442, 0.11109030246734619, 0.0, 0.0]",2,{},1.3424244,True
"[0.0724545493721962, 1.2776833772659302, 0.5021659135818481, -0.41586068272590637, 0.007492886856198311, 0.10157040506601334, 0.0, 0.0]",2,{},2.77551,True
"[0.07745275646448135, 1.2691078186035156, 0.49500927329063416, -0.3811665177345276, 0.012252239510416985, 0.09519556164741516, 0.0, 0.0]",2,{},2.3296545,True
"[0.0823853462934494, 1.2612178325653076, 0.48870712518692017, -0.35070788860321045, 0.016753021627664566, 0.09002407640218735, 0.0, 0.0]",2,{},2.574027,True
"[0.08724822849035263, 1.2541539669036865, 0.48199835419654846, -0.31399884819984436, 0.021002547815442085, 0.08499797433614731, 0.0, 0.0]",2,{},1.99934,True
"[0.09201011806726456, 1.2476146221160889, 0.4722946286201477, -0.29070839285850525, 0.024852823466062546, 0.07701241225004196, 0.0, 0.0]",1,{},-0.51814055,True
"[0.09668426215648651, 1.2404652833938599, 0.4612881541252136, -0.317851185798645, 0.030909735709428787, 0.12114900350570679, 0.0, 0.0]",1,{},-0.82440376,True
"[0.10127095878124237, 1.23270845413208, 0.45032280683517456, -0.3449391722679138, 0.039161864668130875, 0.1650574803352356, 0.0, 0.0]",2,{},1.191534,True
"[0.10571412742137909, 1.225117802619934, 0.4365507662296295, -0.33758345246315, 0.04683791473507881, 0.15353526175022125, 0.0, 0.0]",2,{},1.0339595,True
"[0.10999946296215057, 1.2175767421722412, 0.42142921686172485, -0.33540403842926025, 0.053875964134931564, 0.14077387750148773, 0.0, 0.0]",2,{},1.360773,True
"[0.11431407928466797, 1.2107712030410767, 0.4239874482154846, -0.30274954438209534, 0.06127353385090828, 0.14796456694602966, 0.0, 0.0]",2,{},-1.0023104,True
"[0.11876535415649414, 1.204189658164978, 0.43685635924339294, -0.29286807775497437, 0.06946022808551788, 0.16374851763248444, 0.0, 0.0]",2,{},1.1943591,True
"[0.12323417514562607, 1.1984312534332275, 0.43823719024658203, -0.25634709000587463, 0.07803408056497574, 0.1714925765991211, 0.0, 0.0]",3,{},-2.303213,True
"[0.1277783364057541, 1.1920726299285889, 0.44767817854881287, -0.2829715609550476, 0.08470997959375381, 0.13351790606975555, 0.0, 0.0]",2,{},1.2019533,True
"[0.13228654861450195, 1.1862967014312744, 0.4439454972743988, -0.257111519575119, 0.09152965247631073, 0.13639351725578308, 0.0, 0.0]",1,{},-0.8682689,True
"[0.13671188056468964, 1.1799174547195435, 0.43354877829551697, -0.28410083055496216, 0.10043375194072723, 0.17808185517787933, 0.0, 0.0]",2,{},1.8197389,True
"[0.1410388946533203, 1.1742446422576904, 0.423764169216156, -0.2527492344379425, 0.10928964614868164, 0.1771179884672165, 0.0, 0.0]",2,{},0.912209,True
"[0.14534874260425568, 1.1692695617675781, 0.4217117428779602, -0.22182218730449677, 0.11850463598966599, 0.18429996073246002, 0.0, 0.0]",2,{},0.76563424,True
"[0.14957132935523987, 1.1646965742111206, 0.41303133964538574, -0.20400194823741913, 0.1276848167181015, 0.1836032122373581, 0.0, 0.0]",2,{},0.3136317,True
"[0.15365056693553925, 1.1600441932678223, 0.3991489112377167, -0.20755405724048615, 0.13641126453876495, 0.17452940344810486, 0.0, 0.0]",3,{},-2.2808418,True
