obs,acts,infos,rews,terminal
"[-0.000882053398527205, 1.4055262804031372, -0.08936236798763275, -0.23972207307815552, 0.0010289252968505025, 0.020241931080818176, 0.0, 0.0]",1,{},-2.5424733,True
"[-0.0018529891967773438, 1.3995559215545654, -0.10035766661167145, -0.2653575837612152, 0.004258483648300171, 0.06459806859493256, 0.0, 0.0]",1,{},-2.7401145,True
"[-0.0029032707680016756, 1.3929861783981323, -0.11030813306570053, -0.2920088768005371, 0.009479578584432602, 0.10443141311407089, 0.0, 0.0]",3,{},-1.8095435,True
"[-0.003871917724609375, 1.3858181238174438, -0.10006047785282135, -0.31860557198524475, 0.012641227804124355, 0.06323883682489395, 0.0, 0.0]",3,{},-1.6977888,True
"[-0.004762554075568914, 1.3780423402786255, -0.09027709811925888, -0.3456023633480072, 0.013841906562447548, 0.024015985429286957, 0.0, 0.0]",1,{},-2.257317,True
"[-0.005718803498893976, 1.369668960571289, -0.0985025018453598, -0.37217819690704346, 0.01669079251587391, 0.05698259919881821, 0.0, 0.0]",3,{},-1.6232722,True
"[-0.006606769748032093, 1.3606973886489868, -0.0899369865655899, -0.39874839782714844, 0.01781853660941124, 0.022556861862540245, 0.0, 0.0]",3,{},-1.3441061,True
"[-0.007401370909065008, 1.3511216640472412, -0.07821883261203766, -0.42556899785995483, 0.01659868098795414, -0.024399276822805405, 0.0, 0.0]",2,{},4.0169077,True
"[-0.008099841885268688, 1.3422784805297852, -0.06914671510457993, -0.39302343130111694, 0.015906358137726784, -0.013847911730408669, 0.0, 0.0]",2,{},2.312895,True
"[-0.008726214990019798, 1.3338054418563843, -0.062328554689884186, -0.37657836079597473, 0.015604512766003609, -0.006037581246346235, 0.0, 0.0]",2,{},3.7510953,True
"[-0.009304523468017578, 1.3260629177093506, -0.05781778693199158, -0.3441140353679657, 0.015596067532896996, -0.00016896692977752537, 0.0, 0.0]",2,{},1.7096925,True
"[-0.00989608746021986, 1.318613886833191, -0.05912880226969719, -0.331074059009552, 0.015568536706268787, -0.0005508099566213787, 0.0, 0.0]",1,{},-2.270092,True
"[-0.010574722662568092, 1.3105636835098267, -0.07005082070827484, -0.35780367255210876, 0.017730383202433586, 0.04324115067720413, 0.0, 0.0]",3,{},-1.587827,True
"[-0.011167621240019798, 1.3019177913665771, -0.05929858237504959, -0.38426366448402405, 0.017733590677380562, 6.401105929398909e-05, 0.0, 0.0]",2,{},4.826379,True
"[-0.011629772372543812, 1.294238805770874, -0.046931128948926926, -0.3413037657737732, 0.018441293388605118, 0.014155497774481773, 0.0, 0.0]",3,{},-1.6063259,True
"[-0.012005424126982689, 1.2859524488449097, -0.03607525676488876, -0.36826542019844055, 0.01697428710758686, -0.02934282086789608, 0.0, 0.0]",2,{},3.940601,True
"[-0.012247180566191673, 1.2784123420715332, -0.02340155653655529, -0.3351096510887146, 0.016208140179514885, -0.015324359759688377, 0.0, 0.0]",2,{},1.5922298,True
"[-0.012447929009795189, 1.2711167335510254, -0.019535886123776436, -0.3242408335208893, 0.015676071867346764, -0.010642330162227154, 0.0, 0.0]",2,{},3.4711628,True
"[-0.01253576297312975, 1.264512300491333, -0.008842543698847294, -0.2935277223587036, 0.01573559269309044, 0.0011904187267646194, 0.0, 0.0]",2,{},3.8850374,True
"[-0.012810039333999157, 1.2587307691574097, -0.026684245094656944, -0.25694993138313293, 0.014992836862802505, -0.014856426045298576, 0.0, 0.0]",1,{},-2.293756,True
"[-0.013151836581528187, 1.252335548400879, -0.035147055983543396, -0.28423821926116943, 0.015950551256537437, 0.019156284630298615, 0.0, 0.0]",1,{},-2.3536806,True
"[-0.013565349392592907, 1.2453444004058838, -0.04413808137178421, -0.3107513189315796, 0.01870645396411419, 0.05512315034866333, 0.0, 0.0]",3,{},-1.8230394,True
"[-0.013886451721191406, 1.23775315284729, -0.032544247806072235, -0.3373906910419464, 0.019137628376483917, 0.00862402655184269, 0.0, 0.0]",3,{},-1.5717773,True
"[-0.01410970650613308, 1.2295620441436768, -0.020275522023439407, -0.3640232980251312, 0.017112556844949722, -0.04050511121749878, 0.0, 0.0]",2,{},3.122077,True
"[-0.014515018090605736, 1.2219407558441162, -0.03769758343696594, -0.33869829773902893, 0.014305665157735348, -0.05614306405186653, 0.0, 0.0]",1,{},-2.0243258,True
"[-0.015007590875029564, 1.2136974334716797, -0.048634666949510574, -0.36636650562286377, 0.013694891706109047, -0.012215309776365757, 0.0, 0.0]",2,{},0.67422193,True
"[-0.015629863366484642, 1.205504298210144, -0.06102826073765755, -0.364127516746521, 0.012511457316577435, -0.02366846613585949, 0.0, 0.0]",2,{},2.985784,True
"[-0.016422176733613014, 1.1979193687438965, -0.077285036444664, -0.3370998501777649, 0.010587935335934162, -0.038470566272735596, 0.0, 0.0]",1,{},-2.0317867,True
"[-0.017285728827118874, 1.1897269487380981, -0.08621777594089508, -0.3641076982021332, 0.010454604402184486, -0.002666751854121685, 0.0, 0.0]",2,{},0.8909254,True
"[-0.01812744140625, 1.1816112995147705, -0.08415093272924423, -0.3606930375099182, 0.010444451123476028, -0.0002030774048762396, 0.0, 0.0]",2,{},4.7392583,True
"[-0.018880749121308327, 1.1744616031646729, -0.07579021155834198, -0.3177618980407715, 0.010892840102314949, 0.008967761881649494, 0.0, 0.0]",2,{},1.9299648,True
"[-0.019546985626220703, 1.167647361755371, -0.06752108037471771, -0.3028600513935089, 0.011775427497923374, 0.01765170320868492, 0.0, 0.0]",2,{},1.1530191,True
"[-0.020326901227235794, 1.1610872745513916, -0.07838130742311478, -0.2915715277194977, 0.012163469567894936, 0.0077607049606740475, 0.0, 0.0]",3,{},-1.5345613,True
"[-0.021036814898252487, 1.153933048248291, -0.06960121542215347, -0.31795167922973633, 0.010791960172355175, -0.027430126443505287, 0.0, 0.0]",2,{},3.9147327,True
"[-0.02167510986328125, 1.1475467681884766, -0.06282628327608109, -0.28383156657218933, 0.009796897880733013, -0.019901329651474953, 0.0, 0.0]",3,{},-1.3994867,True
"[-0.02222442626953125, 1.1405638456344604, -0.05164915323257446, -0.3103329539299011, 0.006562947295606136, -0.06467925012111664, 0.0, 0.0]",2,{},2.4626477,True
