obs,acts,infos,rews,terminal
"[0.004266643431037664, 1.3992339372634888, 0.43215060234069824, -0.5193924903869629, -0.004937187302857637, -0.09788858890533447, 0.0, 0.0]",2,{},3.331483,True
"[0.008539104834198952, 1.3884522914886475, 0.4321419596672058, -0.4792064428329468, -0.009769474156200886, -0.09665478765964508, 0.0, 0.0]",2,{},4.017515,True
"[0.012658786959946156, 1.378562569618225, 0.417644739151001, -0.4395853281021118, -0.015379837714135647, -0.11221762746572495, 0.0, 0.0]",1,{},-0.4717772,True
"[0.016681766137480736, 1.3680689334869385, 0.40550097823143005, -0.4664248824119568, -0.01855148933827877, -0.06343857944011688, 0.0, 0.0]",2,{},0.6406997,True
"[0.020690536126494408, 1.3576180934906006, 0.4041900038719177, -0.4645290672779083, -0.02183021791279316, -0.06558050215244293, 0.0, 0.0]",2,{},0.7328107,True
"[0.024822616949677467, 1.3474969863891602, 0.41599488258361816, -0.44986841082572937, -0.024583125486969948, -0.05506322905421257, 0.0, 0.0]",2,{},1.7605913,True
"[0.029064178466796875, 1.338029146194458, 0.4265090525150299, -0.4208294749259949, -0.026911916211247444, -0.04658017307519913, 0.0, 0.0]",1,{},-0.34012765,True
"[0.033234309405088425, 1.3279712200164795, 0.41754573583602905, -0.4470333755016327, -0.02743799239397049, -0.010522529482841492, 0.0, 0.0]",2,{},1.7037847,True
"[0.03732147067785263, 1.3180956840515137, 0.40971654653549194, -0.43893319368362427, -0.028426945209503174, -0.019781004637479782, 0.0, 0.0]",2,{},2.801869,True
"[0.04138946533203125, 1.3089070320129395, 0.40800681710243225, -0.40840592980384827, -0.02962147817015648, -0.023892691358923912, 0.0, 0.0]",1,{},-0.2550945,True
"[0.04538135603070259, 1.299119472503662, 0.3984664976596832, -0.43499261140823364, -0.028902625665068626, 0.014378247782588005, 0.0, 0.0]",2,{},3.0732636,True
"[0.04928131029009819, 1.289904236793518, 0.38981732726097107, -0.4095641076564789, -0.028726311400532722, 0.0035266452468931675, 0.0, 0.0]",2,{},3.0363142,True
"[0.053145695477724075, 1.2814112901687622, 0.3865513205528259, -0.37746572494506836, -0.028836214914917946, -0.0021981841418892145, 0.0, 0.0]",1,{},-0.28365877,True
"[0.05694608762860298, 1.2723325490951538, 0.3785174489021301, -0.4034699499607086, -0.027329236268997192, 0.030142396688461304, 0.0, 0.0]",2,{},2.0025764,True
"[0.060843564569950104, 1.2638673782348633, 0.3878641128540039, -0.3762016296386719, -0.025469733402132988, 0.03719346597790718, 0.0, 0.0]",1,{},0.020399531,True
"[0.06466321647167206, 1.2548019886016846, 0.3781265318393707, -0.4028468430042267, -0.021660542115569115, 0.0761907547712326, 0.0, 0.0]",2,{},3.8481395,True
"[0.06848029792308807, 1.2466800212860107, 0.3779833912849426, -0.3609255850315094, -0.01796819642186165, 0.07385335862636566, 0.0, 0.0]",1,{},0.0038229001,True
"[0.07223358005285263, 1.237950086593628, 0.3699798285961151, -0.3879440426826477, -0.012676866725087166, 0.1058359295129776, 0.0, 0.0]",2,{},0.99938077,True
"[0.07601328194141388, 1.2292485237121582, 0.3725115954875946, -0.38670095801353455, -0.007287721149623394, 0.10779298841953278, 0.0, 0.0]",1,{},0.38307104,True
"[0.0797046646475792, 1.2199559211730957, 0.361453652381897, -0.4129832088947296, 0.000314318691380322, 0.15205439925193787, 0.0, 0.0]",2,{},-0.5168723,True
"[0.08348922431468964, 1.2107493877410889, 0.37031692266464233, -0.40919774770736694, 0.008350404910743237, 0.16073645651340485, 0.0, 0.0]",2,{},-0.07493867,True
"[0.08727969974279404, 1.201600193977356, 0.37087440490722656, -0.4067007303237915, 0.016431935131549835, 0.16164511442184448, 0.0, 0.0]",2,{},0.2756135,True
