obs,acts,infos,rews,terminal
"[-0.006087970919907093, 1.413996934890747, -0.6166655421257019, 0.13673411309719086, 0.0070612686686217785, 0.13968393206596375, 0.0, 0.0]",0,{},-0.35617033,True
"[-0.012176513671875, 1.4164966344833374, -0.615831732749939, 0.11104428023099899, 0.013963663950562477, 0.13806095719337463, 0.0, 0.0]",0,{},-0.47098726,True
"[-0.018265247344970703, 1.418397307395935, -0.6158530712127686, 0.08439505100250244, 0.020861929282546043, 0.13797816634178162, 0.0, 0.0]",0,{},-0.5253368,True
"[-0.024354267865419388, 1.419698715209961, -0.6158732771873474, 0.057720545679330826, 0.027759304270148277, 0.13796041905879974, 0.0, 0.0]",0,{},-0.58187693,True
"[-0.030443381518125534, 1.4204005002975464, -0.6158934235572815, 0.031048843637108803, 0.03465559333562851, 0.1379385143518448, 0.0, 0.0]",3,{},0.3289137,True
"[-0.03646659851074219, 1.4204984903335571, -0.6076006889343262, 0.004219775553792715, 0.039886873215436935, 0.10463511943817139, 0.0, 0.0]",3,{},0.33013654,True
"[-0.04243068769574165, 1.419997215270996, -0.6001895070075989, -0.022385643795132637, 0.04362949728965759, 0.07485965639352798, 0.0, 0.0]",3,{},0.84945583,True
"[-0.048307228833436966, 1.4189094305038452, -0.5892003178596497, -0.04838820546865463, 0.04515731334686279, 0.0305592380464077, 0.0, 0.0]",0,{},-0.28351682,True
"[-0.05418376997113228, 1.4172217845916748, -0.5892038345336914, -0.07505695521831512, 0.04668554291129112, 0.03056725300848484, 0.0, 0.0]",3,{},0.82712775,True
"[-0.05998048931360245, 1.4149456024169922, -0.5791635513305664, -0.10114452242851257, 0.04619115963578224, -0.00988864153623581, 0.0, 0.0]",3,{},0.68759686,True
"[-0.06571502983570099, 1.4120752811431885, -0.5713704228401184, -0.12750624120235443, 0.04413243755698204, -0.041178543120622635, 0.0, 0.0]",3,{},1.1511949,True
"[-0.07136134803295135, 1.4086090326309204, -0.5603150129318237, -0.15393511950969696, 0.03985752910375595, -0.08550611883401871, 0.0, 0.0]",3,{},1.4069036,True
"[-0.07691077888011932, 1.4045393466949463, -0.5481626987457275, -0.1807115375995636, 0.03315415978431702, -0.13407954573631287, 0.0, 0.0]",3,{},1.5891035,True
