obs,acts,infos,rews,terminal
"[0.005977630615234375, 1.3997217416763306, 0.605446457862854, -0.4977222979068756, -0.006919704377651215, -0.13714256882667542, 0.0, 0.0]",2,{},2.81677,True
"[0.011812591925263405, 1.389129877090454, 0.5910772085189819, -0.47080615162849426, -0.014409005641937256, -0.14979985356330872, 0.0, 0.0]",2,{},2.4330478,True
"[0.017612457275390625, 1.3793805837631226, 0.587795078754425, -0.4334026575088501, -0.022129500284790993, -0.15442445874214172, 0.0, 0.0]",1,{},-0.5212408,True
"[0.023343373090028763, 1.3690361976623535, 0.5791299939155579, -0.45985135436058044, -0.028105270117521286, -0.11952634155750275, 0.0, 0.0]",2,{},1.7665813,True
"[0.028946686536073685, 1.3589802980422974, 0.5670763850212097, -0.447066992521286, -0.03477127477526665, -0.13333265483379364, 0.0, 0.0]",2,{},2.3915687,True
"[0.03443021699786186, 1.3495153188705444, 0.5557985901832581, -0.4208572804927826, -0.042140256613492966, -0.14739345014095306, 0.0, 0.0]",2,{},1.2895006,True
"[0.039923571050167084, 1.3406429290771484, 0.5568953156471252, -0.39455872774124146, -0.04962114617228508, -0.14963147044181824, 0.0, 0.0]",2,{},-0.56458294,True
"[0.045589447021484375, 1.3321518898010254, 0.5734773874282837, -0.377620667219162, -0.05643497034907341, -0.13628914952278137, 0.0, 0.0]",2,{},0.29920155,True
"[0.05124473571777344, 1.323832631111145, 0.5725976228713989, -0.37002480030059814, -0.06343761086463928, -0.14006593823432922, 0.0, 0.0]",1,{},-0.40643623,True
"[0.05682725831866264, 1.3149151802062988, 0.563469648361206, -0.3965665400028229, -0.0686054527759552, -0.10336635261774063, 0.0, 0.0]",2,{},0.7228004,True
"[0.062386609613895416, 1.3062180280685425, 0.5614422559738159, -0.3867945075035095, -0.07406097650527954, -0.10912057012319565, 0.0, 0.0]",1,{},-0.46754664,True
"[0.06788606941699982, 1.2969194650650024, 0.5539180040359497, -0.4134778082370758, -0.07800818234682083, -0.07895107567310333, 0.0, 0.0]",1,{},0.08273402,True
"[0.07329092174768448, 1.2870235443115234, 0.5420776605606079, -0.43989700078964233, -0.0795799046754837, -0.031437311321496964, 0.0, 0.0]",1,{},0.09996784,True
"[0.07861824333667755, 1.2765425443649292, 0.5323323011398315, -0.4658060073852539, -0.07918152958154678, 0.007968084886670113, 0.0, 0.0]",1,{},0.24698082,True
"[0.08386554569005966, 1.2654634714126587, 0.5222877264022827, -0.4922757148742676, -0.07677121460437775, 0.048210881650447845, 0.0, 0.0]",2,{},2.4953175,True
"[0.08905114978551865, 1.2547693252563477, 0.5166643857955933, -0.47519704699516296, -0.0748860314488411, 0.037706926465034485, 0.0, 0.0]",1,{},0.24131405,True
"[0.0941673293709755, 1.2434823513031006, 0.507944643497467, -0.501461386680603, -0.07124736160039902, 0.0727800726890564, 0.0, 0.0]",2,{},1.9464457,True
"[0.09918193519115448, 1.2322567701339722, 0.4984225332736969, -0.49877575039863586, -0.06823088973760605, 0.06033477187156677, 0.0, 0.0]",2,{},2.3085907,True
