obs,acts,infos,rews,terminal
"[-0.0010006905067712069, 1.4057329893112183, -0.10138754546642303, -0.23054291307926178, 0.0011664779158309102, 0.022965794429183006, 0.0, 0.0]",3,{},-1.2716612,True
"[-0.0019130706787109375, 1.3999799489974976, -0.09013158082962036, -0.25569573044776917, 7.108515274012461e-05, -0.02190909907221794, 0.0, 0.0]",1,{},-2.1751678,True
"[-0.0028886795043945312, 1.3936384916305542, -0.09805772453546524, -0.2818411886692047, 0.0005666749202646315, 0.009912749752402306, 0.0, 0.0]",2,{},0.05796042,True
"[-0.003987503238022327, 1.387326717376709, -0.10978875309228897, -0.28051772713661194, 0.00047104901750572026, -0.0019127906998619437, 0.0, 0.0]",1,{},-2.3833976,True
"[-0.005164241883903742, 1.3804105520248413, -0.11955787241458893, -0.3073866069316864, 0.002335330005735159, 0.03728879988193512, 0.0, 0.0]",3,{},-1.4928374,True
"[-0.006271839141845703, 1.3728976249694824, -0.11088313907384872, -0.3339037597179413, 0.002457542112097144, 0.0024443031288683414, 0.0, 0.0]",3,{},-1.2334592,True
"[-0.007296943571418524, 1.364794373512268, -0.10053928941488266, -0.36014699935913086, 0.0005065812729299068, -0.03902259096503258, 0.0, 0.0]",2,{},3.6223907,True
"[-0.008375358767807484, 1.3575040102005005, -0.10560687631368637, -0.32401242852211, -0.0016951719298958778, -0.044039398431777954, 0.0, 0.0]",1,{},-2.1696355,True
"[-0.009549617767333984, 1.3496041297912598, -0.11764873564243317, -0.3511035740375519, -0.0014817013870924711, 0.0042699649930000305, 0.0, 0.0]",2,{},2.653359,True
"[-0.010625648312270641, 1.34214186668396, -0.10828115791082382, -0.3316565752029419, -0.0008072145283222198, 0.013491017743945122, 0.0, 0.0]",2,{},1.7526096,True
"[-0.011615562252700329, 1.3349226713180542, -0.10008420050144196, -0.3208564817905426, 0.0002733459696173668, 0.02161310240626335, 0.0, 0.0]",2,{},2.9787931,True
"[-0.01251764316111803, 1.3282968997955322, -0.09172124415636063, -0.294482558965683, 0.0017705640057101846, 0.029946941882371902, 0.0, 0.0]",3,{},-1.5335766,True
"[-0.013335322961211205, 1.3210692405700684, -0.08113867044448853, -0.32122722268104553, 0.00114546122495085, -0.012503199279308319, 0.0, 0.0]",1,{},-2.2900357,True
"[-0.014239502139389515, 1.3132336139678955, -0.09197752177715302, -0.3482518196105957, 0.0026944682467728853, 0.030982855707406998, 0.0, 0.0]",2,{},0.13906413,True
"[-0.015246296301484108, 1.3054040670394897, -0.10177086293697357, -0.3479747772216797, 0.003763017011806369, 0.021373223513364792, 0.0, 0.0]",2,{},1.6293788,True
"[-0.0163098331540823, 1.2979092597961426, -0.10717122256755829, -0.33310946822166443, 0.004577267449349165, 0.01628630980849266, 0.0, 0.0]",2,{},1.0596012,True
"[-0.01753406599164009, 1.2906895875930786, -0.12250000238418579, -0.3208719491958618, 0.004648982547223568, 0.001434345031157136, 0.0, 0.0]",3,{},-1.3235912,True
"[-0.018691539764404297, 1.282869577407837, -0.1141158938407898, -0.3475518822669983, 0.0030413009226322174, -0.03215654939413071, 0.0, 0.0]",2,{},3.732496,True
"[-0.01998109742999077, 1.2759008407592773, -0.12671849131584167, -0.3097226321697235, 0.000829146069008857, -0.044246822595596313, 0.0, 0.0]",1,{},-2.2828393,True
"[-0.021368885412812233, 1.2683203220367432, -0.13903425633907318, -0.3369097411632538, 0.0010866062948480248, 0.005149483680725098, 0.0, 0.0]",2,{},3.0206306,True
"[-0.022908974438905716, 1.2615336179733276, -0.1535646617412567, -0.30163243412971497, 0.0006361327832564712, -0.009009962901473045, 0.0, 0.0]",1,{},-2.350435,True
