obs,acts,infos,rews,terminal
"[-0.004719925113022327, 1.3984473943710327, -0.4781058430671692, -0.5543520450592041, 0.005476131569594145, 0.10829795897006989, 0.0, 0.0]",3,{},-0.29410532,True
"[-0.009357547387480736, 1.3854047060012817, -0.4670613408088684, -0.5796947479248047, 0.00874134711921215, 0.0653112381696701, 0.0, 0.0]",3,{},-0.18037486,True
"[-0.013904953375458717, 1.3717610836029053, -0.4557410180568695, -0.6063913702964783, 0.009732681326568127, 0.019828390330076218, 0.0, 0.0]",3,{},-0.1151504,True
"[-0.018376827239990234, 1.357517957687378, -0.4462600648403168, -0.6330210566520691, 0.008822891861200333, -0.01819745823740959, 0.0, 0.0]",2,{},3.6466296,True
"[-0.022701263427734375, 1.3437578678131104, -0.43227291107177734, -0.6115596294403076, 0.008648768067359924, -0.003482712432742119, 0.0, 0.0]",2,{},1.2991266,True
"[-0.027051925659179688, 1.3300966024398804, -0.43477922677993774, -0.6071595549583435, 0.008367780596017838, -0.005620315670967102, 0.0, 0.0]",3,{},-0.0076222294,True
"[-0.03132457658648491, 1.3158400058746338, -0.424994558095932, -0.6336240172386169, 0.006125123705714941, -0.04485736042261124, 0.0, 0.0]",2,{},2.1339931,True
"[-0.03560943529009819, 1.301822543144226, -0.4261668622493744, -0.6229826807975769, 0.003841437865048647, -0.04567820951342583, 0.0, 0.0]",2,{},2.0185156,True
"[-0.04001951217651367, 1.2881817817687988, -0.4381115436553955, -0.606258749961853, 0.0009726086864247918, -0.05738203972578049, 0.0, 0.0]",2,{},3.8359206,True
"[-0.044481657445430756, 1.2754689455032349, -0.44307953119277954, -0.5650131106376648, -0.002139313844963908, -0.062243927270174026, 0.0, 0.0]",3,{},-0.81511986,True
"[-0.04887266084551811, 1.2621493339538574, -0.43414217233657837, -0.5919949412345886, -0.007040705531835556, -0.09803685545921326, 0.0, 0.0]",2,{},2.767425,True
"[-0.05325613170862198, 1.2494667768478394, -0.43339866399765015, -0.5637000203132629, -0.011933878064155579, -0.09787221997976303, 0.0, 0.0]",2,{},0.23948304,True
"[-0.057698726654052734, 1.2368303537368774, -0.4390084147453308, -0.5616709589958191, -0.017131522297859192, -0.10396218299865723, 0.0, 0.0]",2,{},1.2195269,True
"[-0.062157727777957916, 1.2244617938995361, -0.4405195713043213, -0.549788773059845, -0.022453149780631065, -0.10644251108169556, 0.0, 0.0]",2,{},0.663259,True
"[-0.06664476543664932, 1.2122327089309692, -0.4431380331516266, -0.5436049103736877, -0.027959294617176056, -0.11013279855251312, 0.0, 0.0]",2,{},1.0656925,True
"[-0.07112865149974823, 1.2002153396606445, -0.4427732527256012, -0.5342252254486084, -0.03352227061986923, -0.11126972734928131, 0.0, 0.0]",2,{},1.9347404,True
"[-0.0755305290222168, 1.188524842262268, -0.43485164642333984, -0.5197092890739441, -0.03879738971590996, -0.10551223903894424, 0.0, 0.0]",2,{},3.333524,True
"[-0.07988929748535156, 1.1776747703552246, -0.43057894706726074, -0.4823763072490692, -0.044046550989151, -0.1049923524260521, 0.0, 0.0]",2,{},1.6035548,True
"[-0.08416233211755753, 1.1670719385147095, -0.42228227853775024, -0.4713883697986603, -0.04901088401675224, -0.09929601848125458, 0.0, 0.0]",1,{},-1.8315717,True
"[-0.08850622177124023, 1.155874252319336, -0.4311809539794922, -0.4977782964706421, -0.052186015993356705, -0.06350819021463394, 0.0, 0.0]",2,{},1.603948,True
"[-0.092900849878788, 1.1451401710510254, -0.4358479976654053, -0.47720760107040405, -0.05577141046524048, -0.07171429693698883, 0.0, 0.0]",2,{},2.0130708,True
"[-0.09714345633983612, 1.134592890739441, -0.4212225079536438, -0.46888574957847595, -0.058785635977983475, -0.0602898895740509, 0.0, 0.0]",2,{},1.6070642,True
"[-0.10129423439502716, 1.1242233514785767, -0.41231027245521545, -0.46098214387893677, -0.061515405774116516, -0.05460010841488838, 0.0, 0.0]",2,{},1.5706614,True
"[-0.1052650436758995, 1.1138343811035156, -0.39505594968795776, -0.4618152379989624, -0.063522569835186, -0.04014722630381584, 0.0, 0.0]",2,{},3.573404,True
"[-0.10904760658740997, 1.1040034294128418, -0.37687331438064575, -0.43699365854263306, -0.06488681584596634, -0.02728748321533203, 0.0, 0.0]",2,{},3.8798544,True
"[-0.11263132095336914, 1.0948007106781006, -0.3576793074607849, -0.4090350866317749, -0.0655800998210907, -0.013865415938198566, 0.0, 0.0]",2,{},1.3456408,True
"[-0.1161503791809082, 1.08572256565094, -0.351348340511322, -0.4034964144229889, -0.06612078845500946, -0.010813932865858078, 0.0, 0.0]",2,{},0.46556485,True
"[-0.11980724334716797, 1.0769282579421997, -0.3643127381801605, -0.39091870188713074, -0.0674784705042839, -0.02715362049639225, 0.0, 0.0]",3,{},-0.84536856,True
