obs,acts,infos,rews,terminal
"[-0.004192447755485773, 1.4132236242294312, -0.42466720938682556, 0.10237376391887665, 0.004864817950874567, 0.09619344770908356, 0.0, 0.0]",0,{},-0.063627936,True
"[-0.008385276421904564, 1.414949655532837, -0.4240926206111908, 0.0766892358660698, 0.009618154726922512, 0.09507621824741364, 0.0, 0.0]",0,{},-0.19867922,True
"[-0.012578392401337624, 1.4160763025283813, -0.4241076409816742, 0.050038356333971024, 0.014368684031069279, 0.09501918405294418, 0.0, 0.0]",3,{},0.7685778,True
"[-0.016698073595762253, 1.4166148900985718, -0.41489696502685547, 0.02390829287469387, 0.017265858128666878, 0.05794878676533699, 0.0, 0.0]",0,{},-0.22191222,True
"[-0.020817851647734642, 1.4165534973144531, -0.4149044454097748, -0.0027607132215052843, 0.020163407549262047, 0.05795610696077347, 0.0, 0.0]",0,{},-0.33436063,True
"[-0.024937819689512253, 1.4158923625946045, -0.41491270065307617, -0.02942958101630211, 0.023060094565153122, 0.05793903023004532, 0.0, 0.0]",0,{},-0.4455211,True
"[-0.029057789593935013, 1.4146311283111572, -0.414921373128891, -0.05609854683279991, 0.02595633640885353, 0.05792973190546036, 0.0, 0.0]",3,{},0.65117294,True
"[-0.03309507295489311, 1.4127790927886963, -0.4045449197292328, -0.08233034610748291, 0.026766318827867508, 0.016201231628656387, 0.0, 0.0]",3,{},0.6703684,True
"[-0.03705310821533203, 1.410327434539795, -0.3946071267127991, -0.10893861949443817, 0.025584595277905464, -0.023636825382709503, 0.0, 0.0]",3,{},0.763983,True
"[-0.04093046113848686, 1.4072840213775635, -0.38449329137802124, -0.13521046936511993, 0.022373555228114128, -0.06422673910856247, 0.0, 0.0]",0,{},-0.28639242,True
"[-0.04480772092938423, 1.4036407470703125, -0.384483277797699, -0.16187946498394012, 0.01916343905031681, -0.06420798599720001, 0.0, 0.0]",3,{},0.44018388,True
"[-0.04862356185913086, 1.3993964195251465, -0.37677517533302307, -0.18858902156352997, 0.01441073976457119, -0.09506278485059738, 0.0, 0.0]",0,{},-0.31261402,True
"[-0.052439212799072266, 1.394552230834961, -0.3767605125904083, -0.21525897085666656, 0.00965940672904253, -0.09503506869077682, 0.0, 0.0]",0,{},-0.37758437,True
"[-0.05625476688146591, 1.3891083002090454, -0.37674617767333984, -0.24192900955677032, 0.004908483941107988, -0.09502720087766647, 0.0, 0.0]",0,{},-0.43156216,True
"[-0.060070037841796875, 1.3830647468566895, -0.37673240900039673, -0.2685990631580353, 0.00015826178423594683, -0.09501294791698456, 0.0, 0.0]",3,{},-0.7618361,True
"[-0.06379775702953339, 1.3764296770095825, -0.3657459616661072, -0.2949030101299286, -0.006790218409150839, -0.13898207247257233, 0.0, 0.0]",0,{},-1.7067498,True
"[-0.06752528995275497, 1.3691954612731934, -0.3657251000404358, -0.3215753138065338, -0.013736700639128685, -0.1389424353837967, 0.0, 0.0]",2,{},1.290695,True
"[-0.07137298583984375, 1.3629004955291748, -0.37709811329841614, -0.2798667252063751, -0.02131318487226963, -0.15154360234737396, 0.0, 0.0]",0,{},-1.7256503,True
"[-0.07522030174732208, 1.3560059070587158, -0.3770761489868164, -0.30655235052108765, -0.0288879182189703, -0.15150827169418335, 0.0, 0.0]",3,{},-1.2974802,True
"[-0.0789974182844162, 1.348515510559082, -0.3682721257209778, -0.33310288190841675, -0.03821944072842598, -0.1866472065448761, 0.0, 0.0]",2,{},1.2620097,True
"[-0.08260402828454971, 1.3411962985992432, -0.3519377112388611, -0.3255390226840973, -0.04684728756546974, -0.17257240414619446, 0.0, 0.0]",2,{},0.59599584,True
"[-0.0862894058227539, 1.3344634771347046, -0.3592764735221863, -0.2995496988296509, -0.05601566657423973, -0.1833842545747757, 0.0, 0.0]",2,{},1.1691579,True
"[-0.08987274020910263, 1.3280776739120483, -0.3493826389312744, -0.2841702103614807, -0.06487381458282471, -0.17717881500720978, 0.0, 0.0]",0,{},-1.9410975,True
"[-0.09345569461584091, 1.3210928440093994, -0.3493586480617523, -0.31084927916526794, -0.07373112440109253, -0.17716233432292938, 0.0, 0.0]",2,{},-0.73233896,True
"[-0.09710235893726349, 1.3142063617706299, -0.3552718758583069, -0.30655637383461, -0.0830417200922966, -0.18622860312461853, 0.0, 0.0]",1,{},-2.5031674,True
"[-0.10081291198730469, 1.306701898574829, -0.36325258016586304, -0.3339853286743164, -0.0907706469297409, -0.15457890927791595, 0.0, 0.0]",1,{},-2.378473,True
"[-0.1046111136674881, 1.2986128330230713, -0.3742564618587494, -0.3598603904247284, -0.09627776592969894, -0.11014213413000107, 0.0, 0.0]",2,{},4.3844423,True
"[-0.1081470474600792, 1.2913811206817627, -0.3488261103630066, -0.3217270076274872, -0.10101048648357391, -0.09465459734201431, 0.0, 0.0]",2,{},2.581309,True
"[-0.1116323471069336, 1.2849582433700562, -0.34355083107948303, -0.28580617904663086, -0.10594858229160309, -0.09876192361116409, 0.0, 0.0]",3,{},-1.1976329,True
"[-0.11505632102489471, 1.2779372930526733, -0.3358913064002991, -0.31252166628837585, -0.11241382360458374, -0.1293051391839981, 0.0, 0.0]",0,{},-1.7756134,True
