obs,acts,infos,rews,terminal
"[0.0029396056197583675, 1.4106253385543823, 0.29774144291877747, -0.013101198710501194, -0.0033995488192886114, -0.06744282692670822, 0.0, 0.0]",1,{},0.99759316,True
"[0.005781936459243298, 1.40975821018219, 0.28513363003730774, -0.03854760900139809, -0.004284057766199112, -0.017691466957330704, 0.0, 0.0]",1,{},0.9929377,True
"[0.008526420220732689, 1.408290147781372, 0.2728424668312073, -0.06523825228214264, -0.0027026894968003035, 0.031630534678697586, 0.0, 0.0]",1,{},0.46426007,True
"[0.011203384026885033, 1.4062323570251465, 0.26438891887664795, -0.0914563313126564, 0.0005723832291550934, 0.0655074268579483, 0.0, 0.0]",1,{},-0.453216,True
"[0.0138092041015625, 1.4035682678222656, 0.25546014308929443, -0.11841452121734619, 0.005635222420096397, 0.10126596689224243, 0.0, 0.0]",1,{},-0.7690236,True
"[0.016338061541318893, 1.4003156423568726, 0.24581563472747803, -0.14460493624210358, 0.01262650266289711, 0.13983875513076782, 0.0, 0.0]",1,{},-1.246139,True
"[0.018795300275087357, 1.3964598178863525, 0.23683956265449524, -0.17146897315979004, 0.021412473171949387, 0.17573577165603638, 0.0, 0.0]",1,{},-1.5528183,True
"[0.021172046661376953, 1.3920021057128906, 0.22675721347332, -0.1983165293931961, 0.03221391141414642, 0.21604859828948975, 0.0, 0.0]",3,{},-2.894047,True
"[0.023627471178770065, 1.3869590759277344, 0.2366362363100052, -0.22435015439987183, 0.04101933166384697, 0.1761247217655182, 0.0, 0.0]",3,{},-2.8249354,True
"[0.026175403967499733, 1.3813118934631348, 0.2482389658689499, -0.25118666887283325, 0.04749811813235283, 0.12958769500255585, 0.0, 0.0]",1,{},-1.4906629,True
"[0.02863454818725586, 1.3750675916671753, 0.23712551593780518, -0.27781781554222107, 0.05619729310274124, 0.17399922013282776, 0.0, 0.0]",2,{},0.17214812,True
"[0.030939389020204544, 1.368740439414978, 0.22234833240509033, -0.28153496980667114, 0.0642576739192009, 0.16122271120548248, 0.0, 0.0]",2,{},0.3382796,True
"[0.03331460803747177, 1.3628009557724, 0.2288474291563034, -0.26436227560043335, 0.07285076379776001, 0.17187747359275818, 0.0, 0.0]",3,{},-2.6594002,True
"[0.035759735852479935, 1.356264352798462, 0.23762354254722595, -0.2908709943294525, 0.079678013920784, 0.13655757904052734, 0.0, 0.0]",2,{},1.8192192,True
"[0.0380980484187603, 1.350169062614441, 0.2271973341703415, -0.27126842737197876, 0.08626560866832733, 0.1317640244960785, 0.0, 0.0]",2,{},2.5836997,True
"[0.040303993970155716, 1.3447057008743286, 0.21424145996570587, -0.24319492280483246, 0.09256536513566971, 0.12600651383399963, 0.0, 0.0]",3,{},-2.4591854,True
"[0.04257659986615181, 1.3386424779891968, 0.22260618209838867, -0.26977798342704773, 0.09718871861696243, 0.09247554838657379, 0.0, 0.0]",2,{},1.6452326,True
"[0.044873811304569244, 1.333192229270935, 0.22458204627037048, -0.2425755113363266, 0.10229566693305969, 0.10214817523956299, 0.0, 0.0]",3,{},-2.2771666,True
"[0.047239113599061966, 1.327155351638794, 0.23314587771892548, -0.26854369044303894, 0.1056639701128006, 0.06737194955348969, 0.0, 0.0]",3,{},-2.0822008,True
"[0.04966993257403374, 1.3205257654190063, 0.24135136604309082, -0.2947719693183899, 0.10737847536802292, 0.03429353982210159, 0.0, 0.0]",3,{},-1.9096488,True
"[0.05217037349939346, 1.313302755355835, 0.2500947117805481, -0.32101380825042725, 0.1073332354426384, -0.0009051418746821582, 0.0, 0.0]",1,{},-1.0716867,True
"[0.05459337309002876, 1.3054698705673218, 0.24037107825279236, -0.34826791286468506, 0.10924899578094482, 0.03831882029771805, 0.0, 0.0]",2,{},1.2078905,True
"[0.057118989527225494, 1.298085331916809, 0.24979770183563232, -0.3284052014350891, 0.11199258267879486, 0.054876673966646194, 0.0, 0.0]",2,{},4.12323,True
"[0.05948066711425781, 1.2915682792663574, 0.2336561679840088, -0.289834201335907, 0.11448770761489868, 0.04990699142217636, 0.0, 0.0]",2,{},4.291147,True
