obs,acts,infos,rews,terminal
"[-0.0006620407220907509, 1.412510871887207, -0.0670672208070755, 0.07070360332727432, 0.0007738880231045187, 0.015191729180514812, 0.0, 0.0]",0,{},1.498545,True
"[-0.0013241767883300781, 1.4135240316390991, -0.06697629392147064, 0.04502373933792114, 0.0015245811082422733, 0.015016001649200916, 0.0, 0.0]",0,{},1.0085955,True
"[-0.0019863129127770662, 1.4139374494552612, -0.06697873771190643, 0.018371259793639183, 0.002274818019941449, 0.01500632893294096, 0.0, 0.0]",0,{},0.13948591,True
"[-0.0026485442649573088, 1.4137506484985352, -0.06698094308376312, -0.008300181478261948, 0.0030249692499637604, 0.015004674904048443, 0.0, 0.0]",0,{},-0.803296,True
"[-0.003310775849968195, 1.4129638671875, -0.066983163356781, -0.034968603402376175, 0.003775025950744748, 0.015002350322902203, 0.0, 0.0]",0,{},-1.4831673,True
"[-0.0039730072021484375, 1.4115771055221558, -0.06698538362979889, -0.06163693964481354, 0.004524954129010439, 0.014999995008111, 0.0, 0.0]",0,{},-1.8575078,True
"[-0.004635334014892578, 1.409590244293213, -0.06698760390281677, -0.08830522000789642, 0.0052747568115592, 0.014997636899352074, 0.0, 0.0]",0,{},-2.0392826,True
"[-0.005297565367072821, 1.407003402709961, -0.06698981672525406, -0.11497355997562408, 0.006024443078786135, 0.014995278790593147, 0.0, 0.0]",0,{},-2.1184974,True
"[-0.005959892179816961, 1.4038165807724, -0.06699201464653015, -0.14164195954799652, 0.0067740147933363914, 0.014992877840995789, 0.0, 0.0]",0,{},-2.1433592,True
"[-0.006622314453125, 1.4000296592712402, -0.06699421256780624, -0.16831040382385254, 0.007523472886532545, 0.014990510419011116, 0.0, 0.0]",1,{},-2.816808,True
"[-0.007377910427749157, 1.395641565322876, -0.07867386937141418, -0.19504636526107788, 0.0106137590482831, 0.0618111789226532, 0.0, 0.0]",3,{},-1.7341015,True
"[-0.008048725314438343, 1.390666127204895, -0.06805826723575592, -0.22113533318042755, 0.011570588685572147, 0.019138533622026443, 0.0, 0.0]",3,{},-1.8312992,True
"[-0.008659934625029564, 1.3850808143615723, -0.06056501343846321, -0.2482263594865799, 0.011028359644114971, -0.010845767334103584, 0.0, 0.0]",1,{},-2.4131792,True
"[-0.00936136208474636, 1.3789043426513672, -0.071898452937603, -0.27452465891838074, 0.012756498530507088, 0.03456614166498184, 0.0, 0.0]",3,{},-1.7450521,True
"[-0.010003471747040749, 1.3721401691436768, -0.06443565338850021, -0.30063870549201965, 0.012983784079551697, 0.004546026699244976, 0.0, 0.0]",3,{},-1.5924084,True
"[-0.01057729683816433, 1.36477792263031, -0.05587229132652283, -0.327200323343277, 0.01149563305079937, -0.029765870422124863, 0.0, 0.0]",1,{},-1.986519,True
"[-0.011212634854018688, 1.3568191528320312, -0.06358775496482849, -0.35372626781463623, 0.011554398573935032, 0.0011752707650884986, 0.0, 0.0]",2,{},1.0225676,True
"[-0.011955452151596546, 1.3490204811096191, -0.0738656222820282, -0.34659817814826965, 0.011135153472423553, -0.008385458961129189, 0.0, 0.0]",2,{},4.085886,True
"[-0.012832355685532093, 1.3421268463134766, -0.08667998015880585, -0.3063756227493286, 0.010141924023628235, -0.019866494461894035, 0.0, 0.0]",0,{},-1.7268125,True
"[-0.013709163293242455, 1.3346329927444458, -0.08667673170566559, -0.3330530822277069, 0.009149178862571716, -0.019856836646795273, 0.0, 0.0]",2,{},0.54347163,True
"[-0.01470327377319336, 1.3271971940994263, -0.09786436706781387, -0.33047226071357727, 0.0076280091889202595, -0.030426308512687683, 0.0, 0.0]",0,{},-1.6108018,True
"[-0.015697192400693893, 1.319161295890808, -0.09785965830087662, -0.35714635252952576, 0.0061075459234416485, -0.030411938205361366, 0.0, 0.0]",2,{},1.531991,True
"[-0.016782378777861595, 1.3113844394683838, -0.10656194388866425, -0.3456275165081024, 0.004179246257990599, -0.038569629192352295, 0.0, 0.0]",3,{},-1.2166567,True
"[-0.017806435003876686, 1.3030037879943848, -0.0989057645201683, -0.3724665343761444, 0.0007194291101768613, -0.06920257210731506, 0.0, 0.0]",1,{},-1.9335768,True
"[-0.018917178735136986, 1.294033408164978, -0.1097906231880188, -0.3986855149269104, -0.00055730837630108, -0.025536954402923584, 0.0, 0.0]",2,{},2.9836922,True
"[-0.019997119903564453, 1.2856426239013672, -0.10683691501617432, -0.37292492389678955, -0.001693691243417561, -0.02272763103246689, 0.0, 0.0]",3,{},-1.777378,True
"[-0.02101745642721653, 1.2766523361206055, -0.09937675297260284, -0.3995702862739563, -0.004324076231569052, -0.05260750651359558, 0.0, 0.0]",2,{},0.53806764,True
"[-0.022118091583251953, 1.2677656412124634, -0.10701467841863632, -0.39497753977775574, -0.007335013709962368, -0.06021860986948013, 0.0, 0.0]",2,{},0.91832876,True
"[-0.023331165313720703, 1.2591148614883423, -0.11771253496408463, -0.38449710607528687, -0.010885023511946201, -0.07100019603967667, 0.0, 0.0]",2,{},0.83061093,True
