obs,acts,infos,rews,terminal
"[-0.0015773773193359375, 1.41275954246521, -0.1597917526960373, 0.08175253868103027, 0.001834627240896225, 0.03619522601366043, 0.0, 0.0]",0,{},0.7297724,True
"[-0.0031550407875329256, 1.4140211343765259, -0.15957561135292053, 0.0560714490711689, 0.0036231819540262222, 0.03577544540166855, 0.0, 0.0]",0,{},0.44157025,True
"[-0.004732704255729914, 1.4146831035614014, -0.1595812737941742, 0.02941983938217163, 0.0054106866009533405, 0.035753462463617325, 0.0, 0.0]",0,{},0.08048648,True
"[-0.006310462951660156, 1.4147450923919678, -0.1595865786075592, 0.0027482311706990004, 0.007197978440672159, 0.03574919328093529, 0.0, 0.0]",0,{},-0.3021387,True
"[-0.007888317108154297, 1.4142072200775146, -0.1595918834209442, -0.02392033115029335, 0.008984982967376709, 0.03574366122484207, 0.0, 0.0]",0,{},-0.6706983,True
"[-0.009466171264648438, 1.413069248199463, -0.15959717333316803, -0.050588857382535934, 0.010771709494292736, 0.03573808819055557, 0.0, 0.0]",0,{},-0.9954709,True
"[-0.011044120416045189, 1.4113311767578125, -0.15960244834423065, -0.07725732773542404, 0.012558169662952423, 0.03573250398039818, 0.0, 0.0]",0,{},-1.2604228,True
"[-0.012622070498764515, 1.4089932441711426, -0.15960770845413208, -0.10392586886882782, 0.014344345778226852, 0.03572707250714302, 0.0, 0.0]",0,{},-1.4633548,True
"[-0.014200210571289062, 1.4060553312301636, -0.15961295366287231, -0.13059446215629578, 0.01613025926053524, 0.03572159633040428, 0.0, 0.0]",3,{},-0.52386564,True
"[-0.015680694952607155, 1.4025216102600098, -0.14737150073051453, -0.15703698992729187, 0.015459798276424408, -0.013410359621047974, 0.0, 0.0]",3,{},-0.88217866,True
"[-0.017098616808652878, 1.3984006643295288, -0.1395205706357956, -0.18313811719417572, 0.013214142061769962, -0.044917523860931396, 0.0, 0.0]",0,{},-1.4781162,True
"[-0.01851654052734375, 1.3936794996261597, -0.13951376080513, -0.2098068743944168, 0.01096896268427372, -0.04490764066576958, 0.0, 0.0]",0,{},-1.505516,True
"[-0.01993427239358425, 1.3883585929870605, -0.13950704038143158, -0.2364756166934967, 0.008723784238100052, -0.044907670468091965, 0.0, 0.0]",2,{},3.3419595,True
"[-0.021260833367705345, 1.3837099075317383, -0.1308518350124359, -0.20659533143043518, 0.006944000255316496, -0.03559906408190727, 0.0, 0.0]",1,{},-2.1984806,True
"[-0.022650718688964844, 1.3784557580947876, -0.13879485428333282, -0.2335168719291687, 0.006757623516023159, -0.0037280551623553038, 0.0, 0.0]",3,{},-1.0153072,True
"[-0.02395153045654297, 1.3726023435592651, -0.1276199221611023, -0.260142982006073, 0.0043313405476510525, -0.048530180007219315, 0.0, 0.0]",1,{},-2.0258222,True
"[-0.025312136858701706, 1.366148591041565, -0.1351328045129776, -0.2868259847164154, 0.003413730300962925, -0.0183540191501379, 0.0, 0.0]",3,{},-1.1008182,True
"[-0.02658977545797825, 1.3590848445892334, -0.12473155558109283, -0.3139418065547943, 0.00041202077409252524, -0.06003972887992859, 0.0, 0.0]",3,{},-1.9122784,True
"[-0.027806853875517845, 1.3514119386672974, -0.11713532358407974, -0.3410305678844452, -0.004108133260160685, -0.09041117876768112, 0.0, 0.0]",2,{},0.247103,True
"[-0.02887115441262722, 1.3436709642410278, -0.10258078575134277, -0.3440519869327545, -0.007921378128230572, -0.07627176493406296, 0.0, 0.0]",2,{},0.70608425,True
"[-0.029824446886777878, 1.3359962701797485, -0.09198089689016342, -0.34111398458480835, -0.011233789846301079, -0.06625411659479141, 0.0, 0.0]",2,{},2.2474635,True
"[-0.030786704272031784, 1.328834891319275, -0.09278928488492966, -0.3183195888996124, -0.014626706950366497, -0.06786418706178665, 0.0, 0.0]",1,{},-2.1911337,True
"[-0.03182487562298775, 1.321082592010498, -0.1023196205496788, -0.3445543646812439, -0.01610543392598629, -0.029577147215604782, 0.0, 0.0]",2,{},3.631365,True
"[-0.03273611143231392, 1.3140296936035156, -0.0901586264371872, -0.3134779930114746, -0.017060715705156326, -0.019107498228549957, 0.0, 0.0]",2,{},1.9998177,True
"[-0.03361024707555771, 1.3073557615280151, -0.08656845986843109, -0.296627938747406, -0.01789577677845955, -0.01670272834599018, 0.0, 0.0]",1,{},-2.1408365,True
"[-0.03455982357263565, 1.300053596496582, -0.09602834284305573, -0.3245288133621216, -0.016842832788825035, 0.02105899155139923, 0.0, 0.0]",1,{},-1.7886,True
"[-0.03559456020593643, 1.2921500205993652, -0.10670261085033417, -0.35123690962791443, -0.013652761466801167, 0.0638013482093811, 0.0, 0.0]",2,{},3.6509118,True
"[-0.036612413823604584, 1.2849210500717163, -0.10504084825515747, -0.32125288248062134, -0.010438541881740093, 0.06428437680006027, 0.0, 0.0]",3,{},-1.4627621,True
"[-0.03756990283727646, 1.277080774307251, -0.09747935086488724, -0.3484460413455963, -0.008740640245378017, 0.033958178013563156, 0.0, 0.0]",2,{},3.1631057,True
"[-0.03850279003381729, 1.2698249816894531, -0.09509391337633133, -0.3224691152572632, -0.006960584782063961, 0.035601068288087845, 0.0, 0.0]",3,{},-1.5412134,True
"[-0.03934745863080025, 1.2619792222976685, -0.08401867002248764, -0.3487106263637543, -0.007397337816655636, -0.008735056966543198, 0.0, 0.0]",2,{},3.3984601,True
"[-0.04028616100549698, 1.2549054622650146, -0.09295500814914703, -0.31438788771629333, -0.008300860412418842, -0.01807052083313465, 0.0, 0.0]",1,{},-1.9886183,True
"[-0.04131269454956055, 1.2472360134124756, -0.10397467762231827, -0.34085848927497864, -0.0069969953037798405, 0.02607737109065056, 0.0, 0.0]",2,{},4.7240396,True
"[-0.042224787175655365, 1.2404727935791016, -0.09303557872772217, -0.30058416724205017, -0.005196502432227135, 0.0360100120306015, 0.0, 0.0]",2,{},3.5704148,True
"[-0.04320697858929634, 1.2345051765441895, -0.09969086945056915, -0.2652152478694916, -0.0037426857743412256, 0.02907640114426613, 0.0, 0.0]",0,{},-1.7122262,True
"[-0.04418907314538956, 1.227937936782837, -0.09969086945056915, -0.29188212752342224, -0.002288874238729477, 0.02907640114426613, 0.0, 0.0]",2,{},1.902904,True
"[-0.045267295092344284, 1.2218048572540283, -0.10882903635501862, -0.2725776731967926, -0.0012863811571151018, 0.020049965009093285, 0.0, 0.0]",2,{},0.8272071,True
"[-0.046259213238954544, 1.2156978845596313, -0.10061222314834595, -0.27141985297203064, 0.00011224240734009072, 0.027972299605607986, 0.0, 0.0]",0,{},-1.9875672,True
"[-0.047251224517822266, 1.2089909315109253, -0.10061223804950714, -0.2980867028236389, 0.0015108594670891762, 0.027972280979156494, 0.0, 0.0]",3,{},-1.5262401,True
