obs,acts,infos,rews,terminal
"[0.0075130462646484375, 1.4130243062973022, 0.7609665989875793, 0.09349124133586884, -0.008698888123035431, -0.17237037420272827, 0.0, 0.0]",1,{},0.40656784,True
"[0.014954757876694202, 1.414549708366394, 0.7509697079658508, 0.06774242967367172, -0.015418042428791523, -0.1343948394060135, 0.0, 0.0]",1,{},0.5255982,True
"[0.022321034222841263, 1.415480375289917, 0.7414788603782654, 0.04130814969539642, -0.020224720239639282, -0.09614226222038269, 0.0, 0.0]",1,{},0.49044117,True
"[0.029624367132782936, 1.4158048629760742, 0.7335989475250244, 0.014368903823196888, -0.023450927808880806, -0.06453020870685577, 0.0, 0.0]",1,{},1.1384592,True
"[0.03682975843548775, 1.4155412912368774, 0.7213007211685181, -0.011722820810973644, -0.024204347282648087, -0.015069668181240559, 0.0, 0.0]",1,{},0.77168787,True
"[0.043974973261356354, 1.414676547050476, 0.7137629389762878, -0.03842330724000931, -0.023447535932064056, 0.015137551352381706, 0.0, 0.0]",1,{},1.0708485,True
"[0.05104713514447212, 1.413204550743103, 0.704587459564209, -0.06538126617670059, -0.02085467241704464, 0.05186203122138977, 0.0, 0.0]",1,{},1.2387539,True
"[0.058043479919433594, 1.4111236333847046, 0.6951062679290771, -0.09242714196443558, -0.016366662457585335, 0.08976863324642181, 0.0, 0.0]",1,{},1.1794434,True
"[0.06497783958911896, 1.4084428548812866, 0.6873115301132202, -0.11908872425556183, -0.010320157743990421, 0.1209411770105362, 0.0, 0.0]",1,{},1.7400794,True
"[0.07181882858276367, 1.4051589965820312, 0.6756078004837036, -0.14592131972312927, -0.0019328721100464463, 0.16776125133037567, 0.0, 0.0]",1,{},0.0012340322,True
"[0.07858266681432724, 1.4012775421142578, 0.665955662727356, -0.17251960933208466, 0.008382045663893223, 0.20631739497184753, 0.0, 0.0]",1,{},-0.47918382,True
"[0.08525390923023224, 1.3968077898025513, 0.6543424725532532, -0.19878001511096954, 0.021015454083681107, 0.2526916563510895, 0.0, 0.0]",1,{},-0.74503356,True
"[0.0918283462524414, 1.3917443752288818, 0.642224907875061, -0.22532500326633453, 0.036066144704818726, 0.30104124546051025, 0.0, 0.0]",2,{},-1.9844891,True
"[0.09854555130004883, 1.3872464895248413, 0.6556922197341919, -0.20036599040031433, 0.051922090351581573, 0.31714823842048645, 0.0, 0.0]",1,{},-1.2457004,True
"[0.10518255084753036, 1.382147192955017, 0.6456617712974548, -0.22735446691513062, 0.06977953016757965, 0.3571815490722656, 0.0, 0.0]",2,{},-0.56054604,True
"[0.1118038147687912, 1.377772569656372, 0.6439065337181091, -0.1953761726617813, 0.08785348385572433, 0.3615121841430664, 0.0, 0.0]",3,{},-2.98805,True
"[0.1185077652335167, 1.3728045225143433, 0.6543086767196655, -0.22183112800121307, 0.1038302406668663, 0.31956416368484497, 0.0, 0.0]",1,{},-1.2730327,True
"[0.12512722611427307, 1.3672358989715576, 0.643778920173645, -0.24885335564613342, 0.1219085305929184, 0.361598402261734, 0.0, 0.0]",3,{},-3.128872,True
"[0.13184241950511932, 1.3610851764678955, 0.6558455228805542, -0.27472028136253357, 0.1375347375869751, 0.31255224347114563, 0.0, 0.0]",2,{},-2.1687446,True
"[0.1386580467224121, 1.354993462562561, 0.6651700139045715, -0.27232834696769714, 0.15390866994857788, 0.3275081515312195, 0.0, 0.0]",3,{},-2.9092858,True
"[0.14556875824928284, 1.3483388423919678, 0.6772021055221558, -0.2972559630870819, 0.16778554022312164, 0.27756255865097046, 0.0, 0.0]",2,{},1.7923925,True
"[0.15232476592063904, 1.3426060676574707, 0.6616947054862976, -0.25642216205596924, 0.18174390494823456, 0.27919310331344604, 0.0, 0.0]",2,{},1.4918731,True
"[0.15889033675193787, 1.3375043869018555, 0.6428600549697876, -0.22848479449748993, 0.19552111625671387, 0.27556902170181274, 0.0, 0.0]",3,{},-2.5335584,True
"[0.16553287208080292, 1.331820011138916, 0.6525745987892151, -0.2542203664779663, 0.20731090009212494, 0.23581652343273163, 0.0, 0.0]",2,{},1.0676223,True
"[0.1720600128173828, 1.3268237113952637, 0.6407615542411804, -0.2237834930419922, 0.2193976193666458, 0.24175608158111572, 0.0, 0.0]",3,{},-2.2129354,True
"[0.1786462813615799, 1.3212345838546753, 0.6487335562705994, -0.2499062418937683, 0.2294144481420517, 0.20034828782081604, 0.0, 0.0]",2,{},1.6780564,True
