0,1,2,3,4,5,6,7,8
0.0009938239818438888,1.4107698202133179,0.10065058618783951,-0.0066843340173363686,-0.001144832349382341,-0.022798877209424973,0.0,0.0,0
0.0019876479636877775,1.4100418090820312,0.10051476955413818,-0.03235707804560661,-0.0022714368533343077,-0.02253352478146553,0.0,0.0,1
0.0029141425620764494,1.4087061882019043,0.09208106249570847,-0.05936422571539879,-0.0017056420911103487,0.01131688617169857,0.0,0.0,0
0.0038406371604651213,1.4067704677581787,0.09207914024591446,-0.08603565394878387,-0.00114069867413491,0.011299661360681057,0.0,0.0,0
0.004767131991684437,1.404234528541565,0.0920775979757309,-0.11270415037870407,-0.0005754998419433832,0.011305307038128376,0.0,0.0,0
0.005693626590073109,1.4010987281799316,0.09207605570554733,-0.13937245309352875,-1.0380948879173957e-05,0.011303512379527092,0.0,0.0,1
0.006537818815559149,1.39736807346344,0.08175686001777649,-0.1658037155866623,0.0026232765521854162,0.052678246051073074,0.0,0.0,0
0.007381916046142578,1.3930376768112183,0.08174873143434525,-0.19247248768806458,0.0052556428126990795,0.05265204980969429,0.0,0.0,2
0.008208846673369408,1.3886709213256836,0.08009973168373108,-0.19409267604351044,0.007815933786332607,0.051210563629865646,0.0,0.0,1
0.008941936306655407,1.3837007284164429,0.06833379715681076,-0.22092556953430176,0.012733489274978638,0.0983600988984108,0.0,0.0,0
0.00967483501881361,1.3781310319900513,0.06831894814968109,-0.24759358167648315,0.01764923334121704,0.09832379966974258,0.0,0.0,3
0.01049795188009739,1.3719590902328491,0.07963572442531586,-0.27434518933296204,0.020294418558478355,0.0529085211455822,0.0,0.0,3
0.011385440826416016,1.3651845455169678,0.08771343529224396,-0.30110275745391846,0.021320713683962822,0.020527875050902367,0.0,0.0,1
0.012213325127959251,1.3578052520751953,0.08023254573345184,-0.32800814509391785,0.02384740300476551,0.05053827911615372,0.0,0.0,2
0.01309127826243639,1.3509069681167603,0.08492512255907059,-0.3066454529762268,0.02669028379023075,0.05686280131340027,0.0,0.0,1
0.013883018866181374,1.3434016704559326,0.0741085335612297,-0.33366620540618896,0.03170157968997955,0.10023482888936996,0.0,0.0,1
0.01458044070750475,1.3352949619293213,0.06228021904826164,-0.36047807335853577,0.03907915949821472,0.14756503701210022,0.0,0.0,3
0.015340900048613548,1.3265831470489502,0.07019482553005219,-0.38735732436180115,0.04486916586756706,0.11581046879291534,0.0,0.0,2
0.016062069684267044,1.317981243133545,0.06635616719722748,-0.3824840784072876,0.05057619512081146,0.11415092647075653,0.0,0.0,3
0.01687450334429741,1.3087778091430664,0.07779725641012192,-0.4091578722000122,0.05398954823613167,0.06827332824468613,0.0,0.0,2
0.01767759397625923,1.3004263639450073,0.07665244489908218,-0.3713138997554779,0.05760366842150688,0.07228890806436539,0.0,0.0,2
0.0184173583984375,1.2924834489822388,0.07044503092765808,-0.3531552851200104,0.06110362336039543,0.07000543177127838,0.0,0.0,2
0.01921052858233452,1.2851366996765137,0.07530742883682251,-0.3266878128051758,0.0650782585144043,0.07949990034103394,0.0,0.0,2
0.019807051867246628,1.277938961982727,0.056408584117889404,-0.3200394809246063,0.06829212605953217,0.06428290903568268,0.0,0.0,2
0.02019786834716797,1.2709860801696777,0.036613889038562775,-0.3091317415237427,0.07073356956243515,0.0488332062959671,0.0,0.0,3
0.02066984213888645,1.2634227275848389,0.04679062217473984,-0.3361699879169464,0.07114506512880325,0.00822974182665348,0.0,0.0,2
0.021244049072265625,1.2567939758300781,0.05619435757398605,-0.2946755290031433,0.07236480712890625,0.024394841864705086,0.0,0.0,1
0.021755600348114967,1.249558925628662,0.048320941627025604,-0.3216971755027771,0.07516690343618393,0.05604174733161926,0.0,0.0,2
0.02235250547528267,1.2431350946426392,0.05613742023706436,-0.28568580746650696,0.07869016379117966,0.07046520709991455,0.0,0.0,3
0.023026276379823685,1.236122965812683,0.06577160954475403,-0.31173884868621826,0.08027175068855286,0.031631745398044586,0.0,0.0,3
0.02378864213824272,1.2285311222076416,0.07692757248878479,-0.33737578988075256,0.07959512621164322,-0.013532857410609722,0.0,0.0,2
0.024553393945097923,1.2210135459899902,0.07698246091604233,-0.3340902328491211,0.07909462600946426,-0.010010127909481525,0.0,0.0,2
0.025159548968076706,1.2141211032867432,0.061555396765470505,-0.3062751889228821,0.07816128432750702,-0.018666712567210197,0.0,0.0,3
0.025833796709775925,1.2066413164138794,0.07010866701602936,-0.3322964012622833,0.07550118863582611,-0.053202074021101,0.0,0.0,2
0.026397228240966797,1.1993403434753418,0.05936870723962784,-0.32434046268463135,0.07251157611608505,-0.059792183339595795,0.0,0.0,1
