,curr_heading,track_error_deg,curr_alt_ft,altitude_error_ft,new_episode,action,altitude_out_of_bounds,altitude_reward,heading_reward,on_target,reward,heading_target,altitude_target,remaining fuel pounds
0,269.9965122853116,0.0034877146883900423,3000.1275987438858,0.12759874388575554,1,1,0,0.49969395529261373,0.4999302895030711,1.0,0.9996242447956849,270,3000,199.99514617336789
1,270.69439630445703,-0.6943963044570296,3001.1414937525988,1.1414937525987625,0,3,0,0.49726213510526257,0.48612079376489414,,0.9833829288701568,270,3000,199.99053920538455
2,272.1035284780706,-2.1035284780705865,3001.9369104616344,1.9369104616343975,0,3,0,0.49535433361322767,0.45795584541396867,,0.9533101790271963,270,3000,199.9861664768404
3,272.82669309168654,-2.8266930916865363,3001.020794555545,1.0207945555448532,0,3,0,0.49755163129714663,0.4435016342525849,,0.9410532655497315,270,3000,199.9819947237498
4,272.91849734869396,-2.918497348693961,2998.2704587839544,-1.729541216045618,0,3,0,0.49585170731891215,0.4416667019407503,,0.9375184092596625,270,3000,199.97798922385832
5,272.609258157266,-2.6092581572660265,2993.8817368894815,-6.1182631105184555,0,3,0,0.4853253881162991,0.4478476025104353,,0.9331729906267344,270,3000,199.97412425310208
6,272.05771796556024,-2.0577179655602436,2987.910665370524,-12.08933462947607,0,3,0,0.47100381425003573,0.4588714804004827,,0.9298752946505184,270,3000,199.97037879189796
7,271.4525279867944,-1.4525279867943937,2980.3443205803633,-19.655679419636726,0,3,0,0.4528559884425802,0.47096768032665975,,0.9238236687692399,270,3000,199.96673251919637
8,270.99268757983475,-0.992687579834751,2971.181011430919,-28.81898856908083,0,3,0,0.4308778546308316,0.48015871403819194,,0.9110365686690236,270,3000,199.963167086217
9,270.81756956442047,-0.8175695644204666,2960.4389365389943,-39.56106346100569,0,3,0,0.40648710437904517,0.48365887530894885,,0.890145979687994,270,3000,199.95966652056163
10,270.97115786669906,-0.971157866699059,2948.148138742894,-51.851861257106066,0,3,0,0.385201575810469,0.48058903794238755,,0.8657906137528566,270,3000,199.9562172518227
11,271.39683881971877,-1.3968388197187664,2934.3380452506244,-65.66195474937558,0,3,0,0.36128489078798204,0.47208076435366686,,0.8333656551416488,270,3000,199.95280788754678
12,271.96041173388835,-1.9604117338883498,2919.0313074328005,-80.96869256719947,0,3,0,0.33676584174314056,0.46081638311477824,,0.7975822248579187,270,3000,199.9494289389257
13,272.49571152528137,-2.495711525281365,2902.25060351938,-97.74939648061991,0,3,0,0.31329814302716175,0.4501171092928038,,0.7634152523199655,270,3000,199.94607258673267
14,272.86514451234694,-2.8651445123469443,2884.0240314118564,-115.97596858814359,0,3,0,0.28858084507536613,0.44273308869156563,-1.0,0.7313139337669318,270,3000,199.9427324687637
15,272.9978684002606,-2.997868400260586,2864.378126781434,-135.62187321856618,0,3,0,0.2654719394974377,0.4400802776082478,0.0,0.7055522171056855,270,3000,199.93940331932194
16,272.90276185698406,-2.902761856984057,2843.3315949440002,-156.66840505599976,0,3,0,0.2418269177612752,0.4419812141771357,0.0,0.683808131938411,270,3000,199.93607993345177
17,272.66109300300826,-2.6610930030082613,2820.8954909332097,-179.10450906679034,0,3,0,0.21917533256420324,0.4468115565096089,0.0,0.6659868890738121,270,3000,199.9327577892796
