obs,acts,infos,rews,terminal
"[0.04743313044309616, 0.015909798443317413, -0.035884447395801544, -0.008163165301084518]",1,{},1.0,True
"[0.047751326113939285, 0.2115275114774704, -0.036047711968421936, -0.31194859743118286]",0,{},1.0,True
"[0.05198187753558159, 0.016937168315052986, -0.04228668287396431, -0.030848436057567596]",1,{},1.0,True
"[0.05232061818242073, 0.2126392126083374, -0.042903654277324677, -0.3365676701068878]",0,{},1.0,True
"[0.056573402136564255, 0.018153252080082893, -0.04963500797748566, -0.057716984301805496]",1,{},1.0,True
"[0.05693646892905235, 0.21395044028759003, -0.05078934505581856, -0.36563777923583984]",0,{},1.0,True
"[0.06121547892689705, 0.01958566904067993, -0.05810210108757019, -0.08939220756292343]",0,{},1.0,True
"[0.06160719320178032, -0.1746574193239212, -0.05988994613289833, 0.18440835177898407]",1,{},1.0,True
"[0.05811404436826706, 0.021268051117658615, -0.05620177835226059, -0.12655006349086761]",1,{},1.0,True
"[0.05853940546512604, 0.21714821457862854, -0.0587327815592289, -0.4364210367202759]",0,{},1.0,True
"[0.06288237124681473, 0.022904710844159126, -0.06746120005846024, -0.16281567513942719]",0,{},1.0,True
"[0.06334046274423599, -0.17118988931179047, -0.07071751356124878, 0.10784542560577393]",0,{},1.0,True
"[0.0599166639149189, -0.3652309477329254, -0.06856060773134232, 0.37740588188171387]",1,{},1.0,True
"[0.052612047642469406, -0.1692056506872177, -0.06101248785853386, 0.06391771882772446]",0,{},1.0,True
"[0.04922793433070183, -0.3634021580219269, -0.05973413214087486, 0.33674395084381104]",0,{},1.0,True
"[0.041959889233112335, -0.557625412940979, -0.05299925431609154, 0.6100078225135803]",1,{},1.0,True
"[0.030807381495833397, -0.3618042767047882, -0.0407990962266922, 0.3011140525341034]",1,{},1.0,True
"[0.02357129566371441, -0.16612526774406433, -0.03477681800723076, -0.004151799250394106]",0,{},1.0,True
"[0.020248791202902794, -0.36073166131973267, -0.034859851002693176, 0.2773589491844177]",1,{},1.0,True
"[0.013034157454967499, -0.16513016819953918, -0.029312673956155777, -0.02611173875629902]",1,{},1.0,True
"[0.009731553494930267, 0.030399614945054054, -0.02983490750193596, -0.3278971314430237]",0,{},1.0,True
"[0.010339546017348766, -0.16428516805171967, -0.03639284893870354, -0.04477006942033768]",0,{},1.0,True
"[0.007053842768073082, -0.3588668704032898, -0.037288252264261246, 0.2362120896577835]",1,{},1.0,True
"[-0.00012349471217021346, -0.16323257982730865, -0.032564010471105576, -0.0679955780506134]",0,{},1.0,True
"[-0.003388146171346307, -0.3578729033470154, -0.0339239202439785, 0.2142379879951477]",1,{},1.0,True
"[-0.010545603930950165, -0.1622827798128128, -0.029639162123203278, -0.08895010501146317]",0,{},1.0,True
"[-0.013791259378194809, -0.35696762800216675, -0.03141816332936287, 0.19423627853393555]",1,{},1.0,True
"[-0.020930612459778786, -0.16141065955162048, -0.027533438056707382, -0.10818982869386673]",0,{},1.0,True
"[-0.02415882609784603, -0.35612747073173523, -0.029697235673666, 0.17568086087703705]",0,{},1.0,True
"[-0.031281374394893646, -0.5508121252059937, -0.02618361823260784, 0.45884934067726135]",1,{},1.0,True
"[-0.042297616600990295, -0.3553299903869629, -0.017006631940603256, 0.15802958607673645]",0,{},1.0,True
"[-0.049404215067625046, -0.5502043962478638, -0.013846039772033691, 0.4452991783618927]",1,{},1.0,True
"[-0.06040830537676811, -0.35488930344581604, -0.004940055776387453, 0.14828404784202576]",1,{},1.0,True
"[-0.0675060898065567, -0.15969695150852203, -0.0019743749871850014, -0.14595326781272888]",0,{},1.0,True
"[-0.0707000270485878, -0.3547905683517456, -0.0048934402875602245, 0.14610612392425537]",0,{},1.0,True
"[-0.0777958407998085, -0.549842119216919, -0.001971317920833826, 0.43724125623703003]",0,{},1.0,True
"[-0.08879268169403076, -0.7449361085891724, 0.006773507222533226, 0.7293021082878113]",1,{},1.0,True
"[-0.10369140654802322, -0.5499083995819092, 0.021359549835324287, 0.4387587010860443]",1,{},1.0,True
"[-0.11468957364559174, -0.3550952076911926, 0.03013472445309162, 0.15288475155830383]",1,{},1.0,True
"[-0.12179147452116013, -0.16041740775108337, 0.03319241851568222, -0.13014107942581177]",0,{},1.0,True
"[-0.12499982118606567, -0.3559987246990204, 0.030589597299695015, 0.17282608151435852]",1,{},1.0,True
"[-0.1321198046207428, -0.16132763028144836, 0.03404611721634865, -0.11005201190710068]",1,{},1.0,True
"[-0.13534635305404663, 0.0332903228700161, 0.031845077872276306, -0.3918021619319916]",0,{},1.0,True
"[-0.13468053936958313, -0.1622687429189682, 0.024009035900235176, -0.08925139158964157]",1,{},1.0,True
"[-0.137925922870636, 0.0325009822845459, 0.022224007174372673, -0.37426382303237915]",0,{},1.0,True
"[-0.13727590441703796, -0.1629294902086258, 0.01473873108625412, -0.07465717196464539]",1,{},1.0,True
"[-0.14053449034690857, 0.031978100538253784, 0.013245588168501854, -0.3626537621021271]",0,{},1.0,True
"[-0.13989493250846863, -0.1633295863866806, 0.005992512684315443, -0.06582386046648026]",0,{},1.0,True
"[-0.14316152036190033, -0.3585369288921356, 0.004676035139709711, 0.22874370217323303]",1,{},1.0,True
"[-0.1503322571516037, -0.16348211467266083, 0.009250909090042114, -0.062460578978061676]",0,{},1.0,True
"[-0.15360189974308014, -0.35873547196388245, 0.008001698181033134, 0.2331266552209854]",1,{},1.0,True
"[-0.16077661514282227, -0.1637287586927414, 0.012664230540394783, -0.057021573185920715]",1,{},1.0,True
"[-0.16405119001865387, 0.03120933286845684, 0.011523799039423466, -0.3456820845603943]",0,{},1.0,True
"[-0.16342699527740479, -0.1640746295452118, 0.004610157571732998, -0.049387671053409576]",0,{},1.0,True
