obs,acts,infos,rews,terminal
"[0.03025106154382229, -0.00497949356213212, 0.025691425427794456, -0.014190837740898132]",1,{},1.0,True
"[0.030151473358273506, 0.18976476788520813, 0.025407610461115837, -0.2986583709716797]",0,{},1.0,True
"[0.03394676744937897, -0.005709965713322163, 0.01943444274365902, 0.0019281171262264252]",0,{},1.0,True
"[0.03383256867527962, -0.20110516250133514, 0.019473005086183548, 0.30067893862724304]",1,{},1.0,True
"[0.02981046587228775, -0.006266103126108646, 0.02548658289015293, 0.014200452715158463]",0,{},1.0,True
"[0.029685143381357193, -0.20174412429332733, 0.02577059157192707, 0.3148144781589508]",1,{},1.0,True
"[0.025650260969996452, -0.006998560391366482, 0.03206688165664673, 0.03036886639893055]",1,{},1.0,True
"[0.025510288774967194, 0.187649205327034, 0.032674260437488556, -0.25202664732933044]",0,{},1.0,True
"[0.029263272881507874, -0.007923709228634834, 0.027633726596832275, 0.050780680030584335]",0,{},1.0,True
"[0.029104799032211304, -0.20343077182769775, 0.028649339452385902, 0.35205259919166565]",1,{},1.0,True
"[0.02503618411719799, -0.008727699518203735, 0.035690393298864365, 0.0685395896434784]",0,{},1.0,True
"[0.02486163005232811, -0.20434267818927765, 0.0370611846446991, 0.37226593494415283]",1,{},1.0,True
"[0.020774776116013527, -0.009766291826963425, 0.0445065014064312, 0.09149527549743652]",1,{},1.0,True
"[0.020579449832439423, 0.1846904158592224, 0.04633640870451927, -0.18682034313678741]",0,{},1.0,True
"[0.024273259565234184, -0.011062812060117722, 0.04260000213980675, 0.1201123520731926]",1,{},1.0,True
"[0.024052003398537636, 0.1834237277507782, 0.045002248138189316, -0.15883216261863708]",1,{},1.0,True
"[0.027720477432012558, 0.3778734505176544, 0.04182560369372368, -0.4369852840900421]",0,{},1.0,True
"[0.035277947783470154, 0.18218518793582916, 0.0330859012901783, -0.1314164400100708]",0,{},1.0,True
"[0.038921650499105453, -0.013394699431955814, 0.030457571148872375, 0.17151831090450287]",1,{},1.0,True
"[0.03865375742316246, 0.18127837777137756, 0.03388793766498566, -0.111402727663517]",1,{},1.0,True
"[0.04227932542562485, 0.3758987784385681, 0.03165988251566887, -0.39320454001426697]",1,{},1.0,True
"[0.04979730024933815, 0.5705574750900269, 0.02379579097032547, -0.6757398247718811]",0,{},1.0,True
"[0.06120844930410385, 0.3751130700111389, 0.010280994698405266, -0.3756609261035919]",0,{},1.0,True
"[0.06871070712804794, 0.1798466145992279, 0.002767776371911168, -0.07975417375564575]",1,{},1.0,True
"[0.07230763882398605, 0.3749287724494934, 0.0011726929806172848, -0.37156257033348083]",0,{},1.0,True
"[0.07980621606111526, 0.179790198802948, -0.006258558481931686, -0.0785101130604744]",0,{},1.0,True
"[0.08340202271938324, -0.01524148229509592, -0.007828760892152786, 0.21219167113304138]",1,{},1.0,True
"[0.0830971896648407, 0.17999151349067688, -0.003584927413612604, -0.08295049518346786]",1,{},1.0,True
"[0.08669701963663101, 0.3751646876335144, -0.005243937484920025, -0.376762330532074]",1,{},1.0,True
"[0.09420031309127808, 0.5703607201576233, -0.012779183685779572, -0.6710940599441528]",0,{},1.0,True
"[0.1056075319647789, 0.3754187226295471, -0.026201065629720688, -0.38246193528175354]",0,{},1.0,True
"[0.11311590671539307, 0.18067841231822968, -0.033850304782390594, -0.09815394878387451]",0,{},1.0,True
"[0.11672947555780411, -0.013942457735538483, -0.035813383758068085, 0.18366003036499023]",1,{},1.0,True
"[0.11645062267780304, 0.18167313933372498, -0.032140180468559265, -0.12010210752487183]",1,{},1.0,True
"[0.12008408457040787, 0.37724047899246216, -0.03454222530126572, -0.42274919152259827]",1,{},1.0,True
"[0.127628892660141, 0.572834312915802, -0.04299720749258995, -0.7261183857917786]",0,{},1.0,True
"[0.1390855759382248, 0.3783324658870697, -0.0575195737183094, -0.44727247953414917]",0,{},1.0,True
"[0.1466522365808487, 0.18406935036182404, -0.06646502763032913, -0.17326116561889648]",0,{},1.0,True
"[0.15033361315727234, -0.010041488334536552, -0.06993024796247482, 0.09773588180541992]",1,{},1.0,True
"[0.15013279020786285, 0.18600940704345703, -0.06797552853822708, -0.2161644548177719]",1,{},1.0,True
"[0.15385298430919647, 0.38203397393226624, -0.0722988173365593, -0.5294916033744812]",1,{},1.0,True
"[0.16149365901947021, 0.5780945420265198, -0.0828886553645134, -0.8440515995025635]",0,{},1.0,True
"[0.17305554449558258, 0.38419562578201294, -0.09976968169212341, -0.5785431265830994]",0,{},1.0,True
"[0.18073946237564087, 0.19060304760932922, -0.11134054511785507, -0.31888195872306824]",0,{},1.0,True
"[0.18455152213573456, -0.0027716238982975483, -0.1177181825041771, -0.0632825419306755]",1,{},1.0,True
"[0.18449608981609344, 0.1938241422176361, -0.11898383498191833, -0.39066454768180847]",0,{},1.0,True
"[0.18837256729602814, 0.0005741029162891209, -0.1267971247434616, -0.13773775100708008]",0,{},1.0,True
"[0.1883840560913086, -0.1925252079963684, -0.12955188751220703, 0.1124073788523674]",1,{},1.0,True
"[0.18453355133533478, 0.0041921548545360565, -0.12730373442173004, -0.2181777060031891]",0,{},1.0,True
"[0.18461740016937256, -0.188901886343956, -0.13166728615760803, 0.031793251633644104]",1,{},1.0,True
"[0.18083935976028442, 0.00783835630863905, -0.13103142380714417, -0.2993611991405487]",1,{},1.0,True
"[0.1809961199760437, 0.20456090569496155, -0.13701865077018738, -0.6303285360336304]",0,{},1.0,True
"[0.18508733808994293, 0.01158998254686594, -0.14962521195411682, -0.3837426006793976]",0,{},1.0,True
"[0.18531914055347443, -0.18112607300281525, -0.15730006992816925, -0.14172419905662537]",0,{},1.0,True
"[0.18169662356376648, -0.37368646264076233, -0.16013455390930176, 0.09749455004930496]",0,{},1.0,True
"[0.1742228865623474, -0.5661942362785339, -0.15818466246128082, 0.3356831669807434]",1,{},1.0,True
"[0.16289900243282318, -0.36921632289886475, -0.15147100389003754, -0.002407362684607506]",0,{},1.0,True
"[0.1555146723985672, -0.5618780851364136, -0.15151914954185486, 0.23891395330429077]",0,{},1.0,True
"[0.14427711069583893, -0.7545473575592041, -0.1467408686876297, 0.48023033142089844]",1,{},1.0,True
"[0.12918616831302643, -0.5576918125152588, -0.13713626563549042, 0.145133376121521]",0,{},1.0,True
"[0.11803233623504639, -0.7506105899810791, -0.13423359394073486, 0.39160293340682983]",0,{},1.0,True
"[0.10302012413740158, -0.9435976147651672, -0.12640152871608734, 0.6391330361366272]",1,{},1.0,True
"[0.08414816856384277, -0.7469609975814819, -0.1136188730597496, 0.309468150138855]",1,{},1.0,True
"[0.06920894980430603, -0.5504190325737, -0.10742951184511185, -0.016776088625192642]",1,{},1.0,True
"[0.058200567960739136, -0.35393351316452026, -0.10776503384113312, -0.34132879972457886]",0,{},1.0,True
