obs,acts,infos,rews,terminal
"[0.032254572957754135, -0.02817034348845482, -0.02024797350168228, 0.03975975140929222]",0,{},1.0,True
"[0.03169116750359535, -0.22299617528915405, -0.01945277862250805, 0.3259860873222351]",1,{},1.0,True
"[0.0272312443703413, -0.02760273963212967, -0.012933055870234966, 0.027232639491558075]",0,{},1.0,True
"[0.026679188013076782, -0.2225368618965149, -0.01238840352743864, 0.31580716371536255]",1,{},1.0,True
"[0.022228451445698738, -0.027240654453635216, -0.006072259973734617, 0.019243227317929268]",1,{},1.0,True
"[0.02168363891541958, 0.16796785593032837, -0.005687395576387644, -0.27534937858581543]",0,{},1.0,True
"[0.025042995810508728, -0.027072494849562645, -0.011194382794201374, 0.015534336678683758]",1,{},1.0,True
"[0.02450154535472393, 0.16820819675922394, -0.010883696377277374, -0.28065943717956543]",1,{},1.0,True
"[0.027865709736943245, 0.3634836971759796, -0.01649688556790352, -0.5767550468444824]",0,{},1.0,True
"[0.035135384649038315, 0.16859681904315948, -0.028031986206769943, -0.2893143892288208]",1,{},1.0,True
"[0.03850731998682022, 0.36410704255104065, -0.03381827473640442, -0.5907048583030701]",1,{},1.0,True
"[0.045789461582899094, 0.5596857666969299, -0.04563236981630325, -0.8938458561897278]",0,{},1.0,True
"[0.05698317661881447, 0.3652113974094391, -0.06350928544998169, -0.6158491969108582]",0,{},1.0,True
"[0.06428740173578262, 0.17103154957294464, -0.07582627236843109, -0.3438258767127991]",1,{},1.0,True
"[0.06770803779363632, 0.36714571714401245, -0.08270279318094254, -0.6594234108924866]",0,{},1.0,True
"[0.075050950050354, 0.17326620221138, -0.09589125961065292, -0.3938850462436676]",0,{},1.0,True
"[0.07851627469062805, -0.020373543724417686, -0.1037689596414566, -0.1329086422920227]",1,{},1.0,True
"[0.07810880243778229, 0.1760699450969696, -0.1064271330833435, -0.4564421474933624]",0,{},1.0,True
"[0.08163020014762878, -0.01739904284477234, -0.11555597186088562, -0.199111208319664]",0,{},1.0,True
"[0.08128222078084946, -0.21069490909576416, -0.11953819543123245, 0.055000998079776764]",1,{},1.0,True
"[0.07706832140684128, -0.014079832471907139, -0.11843817681074142, -0.27287757396698]",0,{},1.0,True
"[0.07678672671318054, -0.20733019709587097, -0.12389572709798813, -0.019772248342633247]",0,{},1.0,True
"[0.07264012098312378, -0.40047764778137207, -0.12429117411375046, 0.2313959151506424]",0,{},1.0,True
"[0.06463056802749634, -0.5936246514320374, -0.11966325342655182, 0.48243385553359985]",0,{},1.0,True
